"driver_id","unique_users","unique_rides","decline_count","avg_rating","lost_total_usd","gained_total_usd"
"104086","16","16","2","4.50","56.21","230.33"
"104091","17","17","2","2.00","52.739999999999995","271.23"
"104094","19","19","2","1.00","45.09","312.09"
"115363","18","18","2","","41.129999999999995","349.03999999999996"
"104104","11","11","2","3.50","32.98","133.28"
"104107","18","18","2","3.00","50.84","226.8"
"104113","9","9","2","3.00","23.75","100.24"
"115365","14","14","2","4.00","41.03","176.90999999999997"
"104126","13","13","2","5.00","54.239999999999995","167.62"
"115375","17","17","2","3.50","35.59","284"
"104129","13","13","2","4.00","34.93","182.14000000000001"
"104131","16","16","2","4.00","59.82","264.5"
"104139","19","19","2","3.00","34.47","313.97"
"104140","14","14","2","","30.509999999999998","250.64"
"104148","17","17","2","3.00","54.71","277.21"
"104149","16","16","2","5.00","44.47","211.07"
"104153","22","22","2","2.50","41.349999999999994","336.2500000000001"
"104161","14","14","2","2.50","38.93","203.77999999999997"
"104165","15","15","2","2.00","39.75","227.57"
"104169","19","19","2","2.50","28.740000000000002","312"
"115377","11","11","2","5.00","42.72","122.16000000000001"
"104195","12","12","2","2.50","36.53","163.42000000000002"
"104196","15","15","2","4.50","32.53","179.61999999999998"
"104211","13","13","2","2.50","41.4","202.21000000000004"
"104238","15","15","2","","22.92","175.91000000000003"
"104249","14","14","2","5.00","37.72","222.08999999999997"
"104250","24","24","2","1.50","47.24","414.52000000000004"
"104253","19","19","2","3.00","29.36","325.65000000000003"
"104255","15","15","2","","30.5","218.15"
"115381","10","10","2","5.00","38.74","139.34"
"117139","12","12","2","1.00","37.6","210.02000000000004"
"104270","17","17","2","5.00","33.99","303.43999999999994"
"104274","20","20","2","4.00","45.83","236.48"
"104286","10","10","2","4.00","50.22","145.3"
"104298","15","15","2","5.00","28.6","291.28000000000003"
"104300","19","19","2","5.00","33.74","350.34000000000003"
"100424","18","18","2","","35.39","321.35999999999996"
"104313","22","22","2","1.00","29.950000000000003","348.82000000000005"
"104324","14","14","2","4.00","54.38","201.02"
"104327","16","16","2","4.00","38.36","227.64000000000004"
"115387","13","13","2","3.00","32.72","203.79"
"104339","18","18","2","3.00","41.05","364.04999999999995"
"115411","19","19","2","2.00","44.14","271.73"
"115419","10","10","2","2.00","29.75","111.88999999999999"
"104381","13","13","2","5.00","43.760000000000005","192.11"
"104392","21","21","2","2.00","37.129999999999995","352.69"
"104411","22","22","2","1.00","46.8","386.22999999999996"
"115424","26","26","2","2.00","35.7","404.99999999999994"
"100422","14","14","2","4.50","33.58","205.91"
"104449","10","10","2","2.50","45.19","166.08"
"104451","17","17","2","1.00","40.05","239.66"
"104453","21","21","2","4.00","28.15","378.25999999999993"
"104455","11","11","2","4.00","53.81","149.02"
"104460","17","17","2","4.00","50.72","286.86999999999995"
"104463","20","20","2","4.00","33.55","299.68999999999994"
"115430","17","17","2","3.00","40.47","223.02"
"104519","12","12","2","3.00","37.87","166.98000000000002"
"104522","11","11","2","3.50","33.730000000000004","157.64999999999998"
"104527","23","23","2","1.00","48.29","395.1"
"104533","7","7","2","","35.36","99.97"
"104562","12","12","2","","25.97","192.53"
"104570","12","12","2","1.00","41.42","178.45000000000002"
"104577","15","15","2","4.00","43.17","300.88"
"104581","11","11","2","1.00","34.46","170.66"
"104584","16","16","2","4.00","45.11","236.36999999999998"
"104591","14","14","2","4.50","29.13","171.09"
"115437","13","13","2","3.00","45.13","197.31"
"104614","17","17","2","4.00","29.39","255.09"
"104620","21","21","2","4.00","29.3","283.68"
"115448","15","15","2","5.00","33.400000000000006","159.34"
"104647","21","21","2","3.00","45.29","295.85999999999996"
"117149","17","17","2","","35.95","268.84999999999997"
"104652","12","12","2","1.00","45.11","187.99"
"104664","12","12","2","4.00","36.83","212.45999999999998"
"104670","17","17","2","5.00","43.8","313.81000000000006"
"115469","20","20","2","1.00","49.11","348.47"
"115480","15","15","2","2.00","50.91","248.52"
"104693","14","14","2","1.00","41.33","249.21"
"104702","16","16","2","4.00","27.7","273.1"
"104705","12","12","2","3.00","26.29","161.86"
"104713","10","10","2","","26.7","184.07"
"104719","20","20","2","5.00","30.2","342.9700000000001"
"104724","12","12","2","1.00","36.29","219.06"
"104739","14","14","2","1.00","43","204.94"
"104762","19","19","2","","42.45","292.83000000000004"
"104765","22","22","2","4.00","36.21","357.28"
"104767","17","17","2","5.00","52.849999999999994","236.02999999999997"
"100065","12","12","2","5.00","51.480000000000004","107.33"
"104773","24","24","2","5.00","39.71","464.4"
"104776","15","15","2","3.00","52.849999999999994","208.82"
"104781","16","16","2","4.50","41.64","217.8"
"104783","14","14","2","5.00","55.81999999999999","221.88"
"104791","15","15","2","1.00","42.93","228.72"
"104795","24","24","2","2.50","30.18","376.87"
"104804","19","19","2","4.50","33.62","274.94"
"104808","5","5","2","4.00","49.79","27.1"
"104817","22","22","2","1.00","50.06","355.87"
"104834","10","10","2","1.00","26.37","151.23"
"115486","15","15","2","1.00","28.26","240.3"
"104846","15","15","2","5.00","30.43","244.25000000000003"
"104863","12","12","2","3.50","32.83","223.57999999999998"
"104874","24","24","2","1.50","42.86","426.03"
"104886","17","17","2","1.00","30.619999999999997","245.95"
"104901","15","15","2","4.00","43.53","246.88"
"100064","12","12","2","","44.68","164.72"
"115498","17","17","2","3.00","41.72","262.36"
"104937","20","20","2","4.00","28.32","285.62999999999994"
"104938","12","12","2","1.50","34.03","149.97"
"104950","11","11","2","","47.19","171.42"
"104970","20","20","2","2.00","38.6","406.02"
"115502","11","11","2","5.00","42.31999999999999","179.40999999999997"
"104988","14","14","2","4.00","51.06","173.76000000000002"
"115507","22","22","2","2.50","28.509999999999998","391.4"
"115533","16","16","2","1.50","48.47","248.30000000000004"
"105011","14","14","2","1.00","57.230000000000004","209.09"
"105017","14","14","2","1.00","34.2","179.71999999999997"
"105029","19","19","2","1.50","49.510000000000005","322.88"
"105036","20","20","2","2.50","31.82","344.56"
"105047","15","15","2","1.50","32.32","164.65"
"105052","15","15","2","4.50","46.84","259.06"
"105083","12","12","2","1.00","40.1","183.74"
"105091","17","17","2","3.00","41.31","233.11000000000004"
"105099","15","15","2","4.50","37.93","241.32000000000002"
"105105","17","17","2","2.50","42.980000000000004","207.95"
"105119","15","15","2","1.00","41.48","214.91999999999996"
"105122","12","12","2","3.00","55.5","228.39000000000004"
"105132","10","10","2","1.00","35.68","151.58"
"105137","11","11","2","4.50","37.12","132.89"
"105144","18","18","2","3.00","40.25","306.44999999999993"
"100415","22","22","2","1.00","27.92","332.18"
"105164","20","20","2","4.00","29.85","301.4"
"117154","12","12","2","3.00","31.769999999999996","164.38000000000002"
"105171","17","17","2","2.50","48.05","231.99999999999997"
"105174","22","22","2","2.00","44.129999999999995","378.36"
"105191","16","16","2","","45.41","254.13"
"105197","15","15","2","1.00","30.42","243.65000000000003"
"105213","17","17","2","4.00","34.42","243.49"
"105215","15","15","2","","52.07","236.81000000000003"
"105223","20","20","2","3.50","41.75","340.98"
"105227","15","15","2","2.00","44.06999999999999","261.28999999999996"
"105230","10","10","2","3.00","36.79","171.99"
"105266","14","14","2","4.50","45.06","218.33"
"105268","12","12","2","4.00","42.75","194.73999999999998"
"105272","14","14","2","3.00","42.19","243.13000000000002"
"117159","15","15","2","5.00","22.35","255.31"
"105294","22","22","2","1.00","32.06","427.91"
"105311","23","23","2","5.00","40.18","370.85999999999996"
"105344","18","18","2","2.00","39.58","273.82"
"105362","11","11","2","1.50","39.65","162.58999999999997"
"105368","15","15","2","5.00","38.660000000000004","236.71"
"105374","11","11","2","3.00","25.32","190.77"
"105375","15","15","2","2.50","48.68","232.94"
"115559","17","17","2","","21.81","287.62"
"105403","9","9","2","4.00","41.49","135.97"
"105405","14","14","2","3.50","40.42","246.2"
"105414","20","20","2","3.00","24.62","316.54999999999995"
"117168","17","17","2","4.50","53.73","275.19000000000005"
"105416","18","18","2","2.50","29.71","274.20000000000005"
"105420","18","18","2","4.00","33.25","283.57"
"105421","15","15","2","3.00","50.15","250.56"
"105423","14","14","2","","47.18","206.17"
"115573","15","15","2","3.50","44.04","251.10999999999999"
"100414","12","12","2","1.50","26.189999999999998","196.6"
"100410","20","20","2","5.00","40.54","352.51000000000005"
"105454","8","8","2","4.50","51.32","123.64"
"105462","18","18","2","1.00","36.18","304.99"
"105465","9","9","2","3.00","42.769999999999996","121.84"
"105470","13","13","2","2.50","34.89","173.34999999999997"
"105471","16","16","2","3.50","43.54","248.04999999999998"
"105473","16","16","2","5.00","31.66","226.53"
"105484","24","24","2","4.00","40.769999999999996","435.53"
"105489","11","11","2","1.00","41.51","178.57"
"117567","16","16","2","3.00","36.599999999999994","259.86999999999995"
"115579","24","24","2","5.00","32.31","340.44000000000005"
"105511","12","12","2","4.50","24.130000000000003","212.16999999999996"
"105513","22","22","2","3.00","51.04","386.75999999999993"
"105523","18","18","2","4.00","57.54","240.75000000000003"
"105527","8","8","2","4.00","41.46","102.17999999999998"
"115588","14","14","2","2.00","49.6","263.03000000000003"
"105548","20","20","2","5.00","32.74","319.49"
"115589","13","13","2","2.00","41.09","237.59"
"105587","13","13","2","3.00","25.39","183.57999999999998"
"105593","14","14","2","1.00","45.88","208.38000000000002"
"105595","18","18","2","4.50","46.510000000000005","274.16999999999996"
"105596","11","11","2","4.50","50.68","161.20999999999998"
"105606","15","15","2","1.00","45.959999999999994","226.83999999999997"
"105610","21","21","2","5.00","49.12","345.86"
"115603","15","15","2","","37.09","217.61999999999998"
"105627","16","16","2","1.00","42.849999999999994","240.18"
"105639","13","13","2","4.00","34.8","260.23"
"105667","14","14","2","","27.630000000000003","235.20999999999998"
"115608","15","15","2","2.50","41.769999999999996","204.72"
"105678","18","18","2","4.00","47.04","246.17999999999995"
"105706","14","14","2","3.50","30.11","188.63"
"105712","19","19","2","3.00","54.22","267.64"
"117228","24","24","2","5.00","29.88","403.89"
"105728","19","19","2","5.00","41.01","311.43"
"105730","18","18","2","","49.28","324.43000000000006"
"105740","13","13","2","3.00","43.38","184.47000000000003"
"105742","14","14","2","1.00","28.53","219.49"
"105772","21","21","2","1.00","45.62","343.45000000000005"
"117234","16","16","2","4.00","43.68","264.1"
"105792","19","19","2","4.50","33.84","331.75000000000006"
"105798","18","19","2","3.50","37.75","295.78999999999996"
"105803","17","17","2","1.00","38.37","292.14"
"115630","15","15","2","2.50","47.010000000000005","207.89000000000001"
"105815","18","18","2","5.00","42.04","299.65"
"105816","13","13","2","","43.730000000000004","168.37"
"100405","14","14","2","3.50","30.29","230.43000000000004"
"105825","27","27","2","4.50","35.04","513.0299999999999"
"100393","15","15","2","2.50","40.480000000000004","278.02"
"105833","15","15","2","4.00","37.22","222.23"
"105835","16","16","2","2.50","45.01","271.67"
"105844","16","16","2","4.50","43.01","244.47999999999996"
"105847","11","11","2","3.50","44.43","144.65"
"105857","13","13","2","3.00","38.03","159.23999999999998"
"105871","11","11","2","3.00","49.5","166.24"
"105874","17","17","2","2.50","31.75","301.28"
"105878","15","15","2","2.50","45.379999999999995","256.80999999999995"
"105890","9","9","2","3.00","38.93","139.73"
"105914","16","16","2","4.00","35.09","225.59999999999997"
"105921","15","15","2","3.50","40.82","234.95000000000002"
"105924","16","16","2","","29.39","246.37999999999997"
"105928","14","14","2","5.00","41.75","235.42000000000002"
"115637","10","10","2","3.00","40.629999999999995","127.91999999999999"
"100382","18","18","2","3.50","41.769999999999996","234.16000000000003"
"115641","15","15","2","3.00","30.75","233.99"
"105975","19","19","2","1.00","42.3","291.21"
"105979","17","17","2","1.00","40.18","266.93"
"105984","12","12","2","4.50","40.58","211.69000000000003"
"105985","15","15","2","4.00","24.8","225.00000000000003"
"105990","21","21","2","1.00","33.599999999999994","311.84"
"115642","9","9","2","2.00","33.2","152.38000000000002"
"106008","9","9","2","1.00","43.879999999999995","134.85999999999999"
"115662","18","18","2","3.00","31.660000000000004","301.91"
"106011","19","19","2","","38.18","311.72"
"106045","16","16","2","2.00","41.07","240.07000000000002"
"106052","18","18","2","","30.22","314.38000000000005"
"106056","14","14","2","3.50","54.91","249.38000000000002"
"106060","18","18","2","5.00","34.83","289.21000000000004"
"106068","14","14","2","5.00","47.11","208.92999999999998"
"115664","19","19","2","2.50","38.910000000000004","269.15000000000003"
"106075","22","22","2","2.00","39.53","308.10999999999996"
"106081","12","12","2","3.00","37.05","178.76999999999998"
"115668","16","16","2","4.00","30.05","275.56"
"115672","15","15","2","4.00","29.96","193.83"
"106090","20","20","2","2.00","43.66","261.18"
"106091","18","18","2","1.00","46.09","333.21"
"106100","16","16","2","3.00","47.040000000000006","294.49"
"106117","15","15","2","1.00","25.16","203.94"
"106121","20","20","2","1.00","32.53","332.28"
"106124","14","14","2","4.00","40.099999999999994","161.61"
"106125","16","16","2","1.50","24.83","258.5"
"106129","11","11","2","4.00","35.83","140.3"
"106175","14","14","2","4.50","49.84","193.13000000000005"
"106178","15","16","2","2.50","29.43","226.25"
"100371","15","15","2","2.50","33.69","188.94"
"106191","17","17","2","2.50","28.81","276.65"
"115683","11","11","2","5.00","40.7","189.23999999999998"
"106199","17","17","2","2.00","57.31","255.97"
"106203","18","18","2","3.00","54.57","262.59"
"106204","16","16","2","3.00","52.33","262.39"
"106206","22","22","2","4.00","32.14","291.67999999999995"
"106208","14","14","2","2.00","41.7","230.79"
"106213","16","16","2","5.00","52.870000000000005","184.85000000000002"
"106228","11","11","2","1.00","39.2","125.16"
"106234","8","8","2","","49.93","122.72"
"106253","14","14","2","1.00","46.14","216.57999999999998"
"117248","9","9","2","4.00","31.86","103.88"
"115714","10","10","2","3.00","28.549999999999997","110.69"
"117249","15","15","2","4.50","21.39","246.92"
"106283","21","21","2","4.00","40.95","348.96000000000004"
"106291","13","13","2","4.50","44.24","200.95999999999998"
"106299","20","20","2","4.50","41.59","296.12"
"106304","11","11","2","4.50","45.510000000000005","152.67000000000002"
"106318","17","17","2","4.00","37.760000000000005","321.40000000000003"
"106325","15","15","2","5.00","52.37","243.60999999999999"
"115722","13","13","2","5.00","30.950000000000003","178.79"
"106333","20","20","2","5.00","48.730000000000004","330.41999999999996"
"106348","19","19","2","3.50","35.24","285.7900000000001"
"106350","18","18","2","2.50","25.91","232.48000000000002"
"106357","19","19","2","4.00","52.28","289.21999999999997"
"106369","14","14","2","5.00","41.04","225.51999999999998"
"106374","22","22","2","4.00","33.269999999999996","309.40999999999997"
"106387","14","14","2","1.00","45.209999999999994","231.17"
"106402","22","22","2","4.00","51.93","326.62999999999994"
"106424","22","22","2","1.00","48.79","295.18"
"106425","13","13","2","1.00","33.83","226.87999999999997"
"115725","17","17","2","4.00","30.42","273.40000000000003"
"106452","13","13","2","5.00","42.55","176.31"
"106466","16","16","2","4.00","42.209999999999994","234.39000000000001"
"106478","19","19","2","5.00","42.019999999999996","284.73"
"106482","14","14","2","5.00","51.75","184.72"
"106499","20","20","2","2.50","35.4","271.59000000000003"
"106501","17","17","2","","45.71","277.94"
"115729","17","17","2","2.50","28.450000000000003","315.2799999999999"
"106511","16","16","2","2.00","57.989999999999995","257.92"
"106523","14","14","2","","49.84","237.90999999999997"
"106533","11","11","2","3.00","25.83","159.57"
"106543","24","24","2","5.00","47.400000000000006","279.82"
"117269","14","14","2","5.00","52.53","188.09"
"106557","17","17","2","1.00","48.53","331.88000000000005"
"106564","13","13","2","2.50","23.66","210.82"
"115746","18","18","2","2.00","38.44","305.85"
"117270","12","12","2","2.00","41.04","178.26000000000002"
"106577","16","16","2","1.00","42.68","265.78"
"115761","13","13","2","4.00","55.41","167.34"
"115763","13","13","2","","40.269999999999996","175.21"
"115781","17","17","2","3.00","39.09","218.70000000000002"
"106604","19","19","2","1.00","41.63","321.5000000000001"
"106611","9","9","2","1.50","43.17","148.84"
"106626","16","16","2","","43.16","281.24"
"106628","23","23","2","","53.4","376.50999999999993"
"106650","13","13","2","4.00","25.98","208.17000000000002"
"106657","11","11","2","4.00","44.29","153.06"
"115784","11","11","2","1.50","30.869999999999997","147.98000000000002"
"106673","12","12","2","4.50","34.05","149.65"
"106699","16","16","2","3.00","38.96","188.56"
"100368","15","15","2","1.00","41.349999999999994","192.76"
"115786","20","20","2","4.00","44.19","399.86999999999995"
"106734","15","15","2","3.00","48.75","201.60000000000002"
"106743","12","12","2","4.00","37.13","176.91"
"106750","14","14","2","1.00","48.84","221.70000000000002"
"106758","23","23","2","1.00","32.58","372.72999999999996"
"106782","15","15","2","1.00","26.32","218.2"
"106790","13","13","2","1.00","41.05","230.46"
"100359","17","17","2","4.00","52.66","227.29999999999998"
"106826","15","15","2","5.00","46.54","156.69000000000003"
"106828","13","13","2","4.00","31.450000000000003","175.83"
"106829","16","16","2","4.00","47.08","276.56999999999994"
"115788","12","12","2","4.50","33.660000000000004","142.84"
"106860","14","14","2","1.00","45.83","204.56000000000003"
"106872","12","12","2","","37.79","168.71"
"106873","14","14","2","4.50","33.36","192.36999999999998"
"115791","18","18","2","2.50","23.03","298.53000000000003"
"106902","12","12","2","","38.55","217.17000000000002"
"106910","11","11","2","","28.36","153.09000000000003"
"106913","15","15","2","","36.31","245.82999999999998"
"106928","14","14","2","4.00","22.94","216.06"
"106947","12","12","2","1.00","38.86","190.32000000000002"
"106959","22","22","2","5.00","45.26","346.84999999999997"
"106962","12","12","2","1.00","31.189999999999998","170.80999999999995"
"106963","20","20","2","1.00","40.47","266.52000000000004"
"106966","14","14","2","2.50","39.480000000000004","210.64000000000001"
"106973","15","15","2","4.00","30.21","231.36"
"106988","12","12","2","3.00","28.68","146.21"
"107006","11","11","2","4.00","42.01","219.36"
"107007","13","13","2","2.00","40.57","204.16000000000003"
"107029","18","18","2","5.00","37.59","275.80999999999995"
"107033","12","12","2","3.00","36.5","144.58"
"115793","16","16","2","3.00","52.22","241.95999999999998"
"107044","18","18","2","2.50","44.82","226.35000000000002"
"107047","11","11","2","4.00","46.730000000000004","170.95000000000002"
"107049","14","14","2","","37.67","186.67000000000002"
"107055","17","17","2","2.00","41.19","288.09999999999997"
"107093","10","10","2","2.00","27.61","125.53999999999999"
"117573","16","16","2","3.50","50.29","211.96"
"107106","19","19","2","3.50","46.37","327.57"
"115800","15","15","2","4.00","35.67","252.93"
"107132","18","18","2","1.00","36.37","324.05000000000007"
"115808","19","19","2","3.50","47.83","376.61"
"107179","21","21","2","5.00","45.66","406.48"
"107186","21","21","2","1.00","46.900000000000006","288.98999999999995"
"107193","10","10","2","1.00","49.66","150.32000000000002"
"107208","19","19","2","2.00","50.88","294.41999999999996"
"107213","19","19","2","4.00","27.21","319.77"
"107220","16","16","2","1.00","33.53","222.87"
"107221","12","12","2","1.00","45.04","163.35"
"107222","5","5","2","5.00","24.84","59.54"
"107229","18","18","2","3.50","36.120000000000005","288.94"
"107232","16","16","2","4.50","22.11","313.39"
"107237","24","25","2","4.50","31.439999999999998","379.71000000000004"
"100352","17","17","2","1.00","46.89","299.57000000000005"
"107249","17","17","2","2.00","46.260000000000005","284.50000000000006"
"107259","16","16","2","3.00","36.64","259.32"
"107261","21","21","2","4.00","49.3","296.91"
"107288","13","13","2","2.00","40.57","189.54000000000002"
"107301","18","18","2","2.00","45.86","314.27"
"107309","15","15","2","3.50","32.85","293.04999999999995"
"107313","15","15","2","3.00","44.55","247.62000000000006"
"107314","20","20","2","2.50","35.35","347.2799999999999"
"107316","14","14","2","2.50","34.75","235.30000000000004"
"107325","13","13","2","5.00","33.18","195.61"
"107329","15","15","2","4.00","34.769999999999996","217.13000000000002"
"107333","20","20","2","2.00","33.39","387.84000000000003"
"107347","12","12","2","5.00","31.52","181.37"
"107369","13","13","2","2.50","49.66","190.59"
"107376","19","19","2","","45.83","317.69"
"107384","10","10","2","","37.96","168.14999999999998"
"107401","22","22","2","1.00","45.58","401.27000000000004"
"115810","18","18","2","1.00","49.9","325.45000000000005"
"107407","17","17","2","3.50","28.53","269.65"
"117275","16","16","2","4.00","49.93","219.08999999999997"
"107414","10","10","2","1.00","44.96","146.26000000000002"
"107428","19","19","2","4.50","38.769999999999996","253.83999999999997"
"107429","15","15","2","5.00","50.519999999999996","174.20999999999998"
"107448","19","19","2","1.50","52.01","289.41999999999996"
"107449","12","12","2","3.00","44.34","162.48"
"100348","15","15","2","5.00","38.47","249.90999999999997"
"107458","8","8","2","2.50","51.67","101.74"
"115827","13","13","2","4.00","52.7","216.40999999999997"
"107465","19","19","2","1.00","36.3","338.78000000000003"
"107472","12","12","2","2.00","35.07","186.84"
"107473","16","16","2","1.50","25.71","218.70999999999995"
"107475","13","13","2","3.00","25.15","225.84999999999997"
"107485","15","15","2","3.00","45.239999999999995","201.32999999999998"
"100340","10","10","2","2.00","36.660000000000004","113.58000000000001"
"107511","16","16","2","2.00","29.16","306.67"
"100326","19","19","2","2.00","30.9","282.90000000000003"
"107520","13","13","2","3.00","45.44","168.25"
"107524","21","21","2","3.50","53.96","363.92"
"107536","16","16","2","1.00","37.03","265.34999999999997"
"107556","15","15","2","1.50","41.45","242.85999999999999"
"115833","20","20","2","4.50","35.72","262.59000000000003"
"107581","12","12","2","4.00","32.91","187.06"
"107582","16","16","2","3.00","29.630000000000003","278.55000000000007"
"107584","11","11","2","3.00","44.56","165.3"
"107590","18","18","2","5.00","45.61","293.15"
"107594","21","21","2","1.00","44.69","327.80999999999995"
"107595","12","12","2","2.50","40.79","148.11999999999998"
"107601","18","18","2","1.00","41.89","275.32000000000005"
"107605","16","16","2","4.00","34.33","245.47"
"115837","15","15","2","4.50","29.41","234.26"
"117284","18","18","2","4.50","28.29","307.40000000000003"
"107618","11","11","2","5.00","37.849999999999994","158.81999999999996"
"107623","14","14","2","1.00","40.660000000000004","212.07"
"107625","21","21","2","3.00","40.83","321.0399999999999"
"107630","15","15","2","3.50","44.739999999999995","207.98000000000002"
"107641","12","12","2","3.00","41.46","162.38"
"107655","18","18","2","2.00","34.32","314.0800000000001"
"107689","13","13","2","4.00","32.010000000000005","236.51"
"107690","15","15","2","4.00","46.04","187.89"
"107703","13","13","2","1.00","40.05","174.20999999999998"
"107707","11","11","2","4.00","41.11","181.27"
"107713","18","18","2","1.00","45.3","273.43000000000006"
"107718","22","22","2","3.50","56.06","369.96999999999997"
"107719","17","17","2","4.00","30.6","291.98999999999995"
"107720","15","15","2","3.00","35.08","232.01999999999998"
"100322","14","14","2","4.00","28.9","172.67"
"107726","25","25","2","3.50","49.95","425.58"
"107735","11","11","2","3.00","49.519999999999996","177.4"
"107742","14","14","2","1.50","31.15","202.51"
"107748","17","17","2","2.50","46.2","259.40000000000003"
"107749","16","16","2","","41.349999999999994","220.71000000000004"
"115850","10","10","2","4.00","52.69","148.89"
"115867","15","15","2","1.00","33.21","249.20999999999995"
"107774","22","22","2","5.00","38.85","414.22"
"107779","19","19","2","2.50","25.93","351.46000000000004"
"115869","14","14","2","1.50","27.05","135.08"
"107783","21","21","2","3.00","38.11","346.18"
"107784","17","17","2","1.50","42.83","241.26999999999998"
"100313","15","15","2","3.00","43.980000000000004","153.31"
"107809","17","17","2","4.00","43.1","238.28000000000003"
"107815","17","17","2","3.00","42.17","201.03000000000003"
"107821","24","24","2","4.00","36.99","351.87999999999994"
"107824","21","21","2","4.00","29.979999999999997","320.22999999999996"
"107838","9","9","2","5.00","23.71","132.04999999999998"
"107844","13","13","2","4.00","48.25","161.39000000000004"
"107848","15","15","2","1.00","34.78","176.89"
"107851","20","20","2","3.00","26.32","350.76"
"107858","14","14","2","2.50","37.06","211.74"
"115902","12","12","2","3.50","29.479999999999997","178.13"
"107869","14","14","2","","31.979999999999997","173.17999999999998"
"115903","12","12","2","4.00","41.95","160.35000000000002"
"107872","16","16","2","4.00","45.48","260.38"
"115911","9","9","2","4.50","41.86","131.66"
"107875","16","16","2","2.50","40.07","242.96000000000004"
"107878","22","22","2","4.50","42.85","391.34000000000003"
"107882","20","20","2","1.00","29.950000000000003","348.09000000000003"
"107892","26","26","2","1.00","48","453.95000000000005"
"115915","14","14","2","","44.32","226.60999999999999"
"107916","18","18","2","3.00","33.120000000000005","282.69000000000005"
"107930","13","13","2","2.00","39.5","191.52"
"107943","19","19","2","5.00","26.25","340.11"
"107946","16","16","2","4.50","40","244.48999999999998"
"107950","9","9","2","2.00","46.269999999999996","143.51999999999998"
"107962","11","11","2","3.00","34.37","136.91"
"107965","17","17","2","1.00","54.97","300.94000000000005"
"107966","7","7","2","1.00","34.989999999999995","113.94"
"100312","11","11","2","1.00","51.39","127.06"
"115931","9","9","2","2.00","31.08","137.98999999999998"
"115942","17","17","2","5.00","45.84","246.86999999999998"
"107987","14","14","2","1.00","33.54","260.61"
"108017","14","14","2","1.00","56.66","258.03000000000003"
"108019","19","19","2","2.00","39.230000000000004","323.53"
"108028","15","15","2","2.50","26.86","220.48999999999998"
"108040","13","13","2","5.00","55.760000000000005","207.94"
"115948","18","18","2","1.00","54.09","320.51"
"108055","15","15","2","1.00","30.200000000000003","227.98000000000002"
"115951","12","12","2","4.50","52.81","162.95"
"108068","16","16","2","","32.97","232.20999999999998"
"108073","11","11","2","5.00","40.370000000000005","145.37"
"108081","14","14","2","3.00","26.240000000000002","188.82000000000005"
"108096","16","16","2","3.00","40.94","263.61"
"108106","11","11","2","2.00","42.22","200.24"
"108111","12","12","2","4.00","40.5","199.56000000000003"
"108114","14","14","2","4.00","35.53","142.38"
"108120","13","13","2","4.00","42.69","163.68999999999997"
"108125","19","19","2","1.00","44.49","345.25"
"108140","13","13","2","4.50","43.2","211.80999999999995"
"108146","14","14","2","4.00","33.52","174.28"
"108148","11","11","2","3.00","35.76","135.54000000000002"
"108149","14","14","2","4.00","44.24","173.44000000000003"
"108165","14","14","2","4.00","57","170.32"
"100297","14","14","2","4.00","42.870000000000005","240.55"
"108176","17","17","2","4.00","38.57","241.60999999999999"
"108178","20","20","2","2.00","26.29","203.58"
"108192","21","21","2","3.50","46.230000000000004","362.9599999999999"
"108196","11","11","2","2.50","21.61","206.43"
"115962","12","12","2","","46.31999999999999","232.94"
"108209","19","19","2","4.00","34.08","319.24000000000007"
"115963","17","17","2","5.00","38.05","266.78"
"108213","16","16","2","4.50","36.1","252.16000000000003"
"108214","14","14","2","3.00","49.11","209.68"
"115972","15","15","2","5.00","36.31","284.76"
"108235","12","12","2","3.00","27.57","178.05"
"100294","13","13","2","5.00","48.53","138.02999999999997"
"108252","12","12","2","4.00","27.65","208.19"
"108254","12","12","2","3.00","40.33","102.14"
"108262","21","21","2","2.00","44.379999999999995","336.85"
"108265","18","18","2","4.00","21.33","365.96999999999997"
"108276","12","12","2","4.00","40.93","186.41"
"108295","12","12","2","1.00","33.75","203.57999999999998"
"108296","17","17","2","5.00","45.81","229.63"
"108302","18","18","2","","33.07","360.79"
"108303","16","16","2","4.00","34.04","254.98"
"108308","17","17","2","4.00","35.4","259.91999999999996"
"108319","12","12","2","3.50","46.54","224.62"
"108324","16","16","2","1.00","30.939999999999998","212.32000000000002"
"108329","15","15","2","3.00","42.28","286.82000000000005"
"108331","21","21","2","1.00","27.97","256.98"
"108343","14","14","2","3.50","52.61","211.9"
"115974","17","17","2","1.00","28.950000000000003","234.32000000000002"
"108379","12","12","2","3.00","29.15","224.41000000000003"
"108381","10","10","2","","32.86","171.20000000000002"
"100293","15","15","2","3.00","38.040000000000006","246.70000000000002"
"108396","14","14","2","","25.36","176.44"
"115978","17","17","2","4.00","46.86","250.60999999999996"
"100275","15","15","2","2.50","35.16","215.17000000000002"
"108419","21","21","2","1.00","35.769999999999996","280.59"
"108437","10","10","2","2.00","35.510000000000005","116.16"
"108438","15","15","2","3.50","37.89","224.33999999999997"
"108443","7","7","2","2.50","36.010000000000005","84.82"
"117596","16","16","2","4.00","43.34","234.19"
"108447","18","18","2","","49.730000000000004","310.43999999999994"
"108451","15","15","2","5.00","38.82","277.07"
"108470","13","13","2","4.00","36.06","189.57999999999996"
"115986","8","8","2","","39.17","114.43"
