"funnel_step","funnel_name","users","platform","age_range","total_usd","rides","cancellations","total_reviews","avg_rating","daily_date"
"2","signups","6","ios","25-34","","","","","","2021-06-24"
"2","signups","10","ios","35-44","","","","","","2021-06-24"
"2","signups","4","ios","45-54","","","","","","2021-06-24"
"2","signups","6","ios","Unknown","","","","","","2021-06-24"
"2","signups","1","web","18-24","","","","","","2021-06-24"
"2","signups","3","web","25-34","","","","","","2021-06-24"
"2","signups","2","web","35-44","","","","","","2021-06-24"
"2","signups","1","web","45-54","","","","","","2021-06-24"
"2","signups","2","web","Unknown","","","","","","2021-06-24"
"2","signups","2","android","18-24","","","","","","2021-06-25"
"2","signups","2","android","25-34","","","","","","2021-06-25"
"2","signups","3","android","35-44","","","","","","2021-06-25"
"2","signups","7","android","Unknown","","","","","","2021-06-25"
"2","signups","5","ios","18-24","","","","","","2021-06-25"
"2","signups","9","ios","25-34","","","","","","2021-06-25"
"2","signups","10","ios","35-44","","","","","","2021-06-25"
"2","signups","1","ios","45-54","","","","","","2021-06-25"
"2","signups","13","ios","Unknown","","","","","","2021-06-25"
"2","signups","1","web","18-24","","","","","","2021-06-25"
"2","signups","2","web","35-44","","","","","","2021-06-25"
"2","signups","1","web","Unknown","","","","","","2021-06-25"
"2","signups","4","android","35-44","","","","","","2021-06-26"
"2","signups","1","android","45-54","","","","","","2021-06-26"
"2","signups","1","android","Unknown","","","","","","2021-06-26"
"2","signups","2","ios","18-24","","","","","","2021-06-26"
"2","signups","12","ios","25-34","","","","","","2021-06-26"
"2","signups","11","ios","35-44","","","","","","2021-06-26"
"2","signups","4","ios","45-54","","","","","","2021-06-26"
"2","signups","11","ios","Unknown","","","","","","2021-06-26"
"2","signups","1","web","18-24","","","","","","2021-06-26"
"2","signups","2","web","25-34","","","","","","2021-06-26"
"2","signups","2","web","35-44","","","","","","2021-06-26"
"2","signups","1","web","Unknown","","","","","","2021-06-26"
"2","signups","2","android","18-24","","","","","","2021-06-27"
"2","signups","3","android","25-34","","","","","","2021-06-27"
"2","signups","8","android","35-44","","","","","","2021-06-27"
"2","signups","3","android","45-54","","","","","","2021-06-27"
"2","signups","7","android","Unknown","","","","","","2021-06-27"
"2","signups","4","ios","18-24","","","","","","2021-06-27"
"2","signups","12","ios","25-34","","","","","","2021-06-27"
"2","signups","9","ios","35-44","","","","","","2021-06-27"
"2","signups","5","ios","45-54","","","","","","2021-06-27"
"2","signups","7","ios","Unknown","","","","","","2021-06-27"
"2","signups","1","web","18-24","","","","","","2021-06-27"
"2","signups","1","web","25-34","","","","","","2021-06-27"
"2","signups","1","web","35-44","","","","","","2021-06-27"
"2","signups","1","web","Unknown","","","","","","2021-06-27"
"2","signups","3","android","18-24","","","","","","2021-06-28"
"2","signups","1","android","25-34","","","","","","2021-06-28"
"2","signups","3","android","35-44","","","","","","2021-06-28"
"2","signups","2","android","45-54","","","","","","2021-06-28"
"2","signups","4","android","Unknown","","","","","","2021-06-28"
"2","signups","1","ios","18-24","","","","","","2021-06-28"
"2","signups","7","ios","25-34","","","","","","2021-06-28"
"2","signups","5","ios","35-44","","","","","","2021-06-28"
"2","signups","2","ios","45-54","","","","","","2021-06-28"
"2","signups","10","ios","Unknown","","","","","","2021-06-28"
"2","signups","3","web","35-44","","","","","","2021-06-28"
"2","signups","1","web","Unknown","","","","","","2021-06-28"
"2","signups","1","android","18-24","","","","","","2021-06-29"
"2","signups","1","android","25-34","","","","","","2021-06-29"
"2","signups","6","android","35-44","","","","","","2021-06-29"
"2","signups","1","android","45-54","","","","","","2021-06-29"
"2","signups","3","android","Unknown","","","","","","2021-06-29"
"2","signups","6","ios","18-24","","","","","","2021-06-29"
"2","signups","10","ios","25-34","","","","","","2021-06-29"
"2","signups","7","ios","35-44","","","","","","2021-06-29"
"2","signups","2","ios","45-54","","","","","","2021-06-29"
"2","signups","12","ios","Unknown","","","","","","2021-06-29"
"2","signups","2","web","25-34","","","","","","2021-06-29"
"2","signups","2","web","35-44","","","","","","2021-06-29"
"2","signups","2","web","45-54","","","","","","2021-06-29"
"2","signups","3","android","18-24","","","","","","2021-06-30"
"2","signups","3","android","25-34","","","","","","2021-06-30"
"2","signups","6","android","35-44","","","","","","2021-06-30"
"2","signups","9","android","Unknown","","","","","","2021-06-30"
"2","signups","2","ios","18-24","","","","","","2021-06-30"
"2","signups","5","ios","25-34","","","","","","2021-06-30"
"2","signups","11","ios","35-44","","","","","","2021-06-30"
"2","signups","12","ios","Unknown","","","","","","2021-06-30"
"2","signups","3","web","25-34","","","","","","2021-06-30"
"2","signups","4","web","35-44","","","","","","2021-06-30"
"2","signups","2","web","Unknown","","","","","","2021-06-30"
"2","signups","1","android","18-24","","","","","","2021-07-01"
"2","signups","2","android","25-34","","","","","","2021-07-01"
"2","signups","3","android","35-44","","","","","","2021-07-01"
"2","signups","5","android","45-54","","","","","","2021-07-01"
"2","signups","2","android","Unknown","","","","","","2021-07-01"
"2","signups","3","ios","18-24","","","","","","2021-07-01"
"2","signups","4","ios","25-34","","","","","","2021-07-01"
"2","signups","9","ios","35-44","","","","","","2021-07-01"
"2","signups","2","ios","45-54","","","","","","2021-07-01"
"2","signups","7","ios","Unknown","","","","","","2021-07-01"
"2","signups","1","web","35-44","","","","","","2021-07-01"
"2","signups","1","web","Unknown","","","","","","2021-07-01"
"2","signups","1","android","18-24","","","","","","2021-07-02"
"2","signups","2","android","25-34","","","","","","2021-07-02"
"2","signups","3","android","35-44","","","","","","2021-07-02"
"2","signups","1","android","45-54","","","","","","2021-07-02"
"2","signups","2","android","Unknown","","","","","","2021-07-02"
"2","signups","4","ios","18-24","","","","","","2021-07-02"
"2","signups","5","ios","25-34","","","","","","2021-07-02"
"2","signups","5","ios","35-44","","","","","","2021-07-02"
"2","signups","3","ios","45-54","","","","","","2021-07-02"
"2","signups","6","ios","Unknown","","","","","","2021-07-02"
"2","signups","1","web","18-24","","","","","","2021-07-02"
"2","signups","1","web","25-34","","","","","","2021-07-02"
"2","signups","1","web","35-44","","","","","","2021-07-02"
"2","signups","3","web","Unknown","","","","","","2021-07-02"
"2","signups","2","android","18-24","","","","","","2021-07-03"
"2","signups","1","android","25-34","","","","","","2021-07-03"
"2","signups","7","android","35-44","","","","","","2021-07-03"
"2","signups","2","android","45-54","","","","","","2021-07-03"
"2","signups","8","ios","18-24","","","","","","2021-07-03"
"2","signups","10","ios","25-34","","","","","","2021-07-03"
"2","signups","8","ios","35-44","","","","","","2021-07-03"
"2","signups","2","ios","45-54","","","","","","2021-07-03"
"2","signups","11","ios","Unknown","","","","","","2021-07-03"
"2","signups","2","web","18-24","","","","","","2021-07-03"
"2","signups","2","web","35-44","","","","","","2021-07-03"
"2","signups","1","web","45-54","","","","","","2021-07-03"
"2","signups","1","web","Unknown","","","","","","2021-07-03"
"2","signups","1","android","18-24","","","","","","2021-07-04"
"2","signups","6","android","25-34","","","","","","2021-07-04"
"2","signups","6","android","35-44","","","","","","2021-07-04"
"2","signups","1","android","45-54","","","","","","2021-07-04"
"2","signups","2","android","Unknown","","","","","","2021-07-04"
"2","signups","2","ios","18-24","","","","","","2021-07-04"
"2","signups","6","ios","25-34","","","","","","2021-07-04"
"2","signups","9","ios","35-44","","","","","","2021-07-04"
"2","signups","3","ios","45-54","","","","","","2021-07-04"
"2","signups","8","ios","Unknown","","","","","","2021-07-04"
"2","signups","1","web","Unknown","","","","","","2021-07-04"
"2","signups","4","android","35-44","","","","","","2021-07-05"
"2","signups","2","android","Unknown","","","","","","2021-07-05"
"2","signups","2","ios","18-24","","","","","","2021-07-05"
"2","signups","2","ios","25-34","","","","","","2021-07-05"
"2","signups","12","ios","35-44","","","","","","2021-07-05"
"2","signups","3","ios","45-54","","","","","","2021-07-05"
"2","signups","6","ios","Unknown","","","","","","2021-07-05"
"2","signups","1","web","18-24","","","","","","2021-07-05"
"2","signups","1","android","18-24","","","","","","2021-07-06"
"2","signups","3","android","25-34","","","","","","2021-07-06"
"2","signups","3","android","35-44","","","","","","2021-07-06"
"2","signups","2","android","45-54","","","","","","2021-07-06"
"2","signups","2","android","Unknown","","","","","","2021-07-06"
"2","signups","3","ios","18-24","","","","","","2021-07-06"
"2","signups","4","ios","25-34","","","","","","2021-07-06"
"2","signups","7","ios","35-44","","","","","","2021-07-06"
"2","signups","3","ios","45-54","","","","","","2021-07-06"
"2","signups","6","ios","Unknown","","","","","","2021-07-06"
"2","signups","4","web","35-44","","","","","","2021-07-06"
"2","signups","2","web","45-54","","","","","","2021-07-06"
"2","signups","1","web","Unknown","","","","","","2021-07-06"
"2","signups","1","android","18-24","","","","","","2021-07-07"
"2","signups","4","android","25-34","","","","","","2021-07-07"
"2","signups","5","android","35-44","","","","","","2021-07-07"
"2","signups","1","android","Unknown","","","","","","2021-07-07"
"2","signups","2","ios","18-24","","","","","","2021-07-07"
"2","signups","9","ios","25-34","","","","","","2021-07-07"
"2","signups","7","ios","35-44","","","","","","2021-07-07"
"2","signups","1","ios","45-54","","","","","","2021-07-07"
"2","signups","8","ios","Unknown","","","","","","2021-07-07"
"2","signups","1","web","18-24","","","","","","2021-07-07"
"2","signups","2","web","25-34","","","","","","2021-07-07"
"2","signups","2","web","35-44","","","","","","2021-07-07"
"2","signups","1","web","45-54","","","","","","2021-07-07"
"2","signups","1","web","Unknown","","","","","","2021-07-07"
"2","signups","1","android","18-24","","","","","","2021-07-08"
"2","signups","6","android","25-34","","","","","","2021-07-08"
"2","signups","7","android","35-44","","","","","","2021-07-08"
"2","signups","4","android","45-54","","","","","","2021-07-08"
"2","signups","3","ios","18-24","","","","","","2021-07-08"
"2","signups","8","ios","25-34","","","","","","2021-07-08"
"2","signups","15","ios","35-44","","","","","","2021-07-08"
"2","signups","5","ios","45-54","","","","","","2021-07-08"
"2","signups","4","ios","Unknown","","","","","","2021-07-08"
"2","signups","1","web","18-24","","","","","","2021-07-08"
"2","signups","1","web","Unknown","","","","","","2021-07-08"
"2","signups","1","android","18-24","","","","","","2021-07-09"
"2","signups","2","android","25-34","","","","","","2021-07-09"
"2","signups","3","android","35-44","","","","","","2021-07-09"
"2","signups","1","android","45-54","","","","","","2021-07-09"
"2","signups","3","android","Unknown","","","","","","2021-07-09"
"2","signups","6","ios","18-24","","","","","","2021-07-09"
"2","signups","3","ios","25-34","","","","","","2021-07-09"
"2","signups","12","ios","35-44","","","","","","2021-07-09"
"2","signups","5","ios","45-54","","","","","","2021-07-09"
"2","signups","8","ios","Unknown","","","","","","2021-07-09"
"2","signups","1","web","18-24","","","","","","2021-07-09"
"2","signups","2","web","25-34","","","","","","2021-07-09"
"2","signups","2","web","35-44","","","","","","2021-07-09"
"2","signups","2","web","Unknown","","","","","","2021-07-09"
"2","signups","2","android","18-24","","","","","","2021-07-10"
"2","signups","3","android","25-34","","","","","","2021-07-10"
"2","signups","5","android","35-44","","","","","","2021-07-10"
"2","signups","5","ios","18-24","","","","","","2021-07-10"
"2","signups","11","ios","25-34","","","","","","2021-07-10"
"2","signups","6","ios","35-44","","","","","","2021-07-10"
"2","signups","5","ios","45-54","","","","","","2021-07-10"
"2","signups","8","ios","Unknown","","","","","","2021-07-10"
"2","signups","2","web","25-34","","","","","","2021-07-10"
"2","signups","1","web","35-44","","","","","","2021-07-10"
"2","signups","1","web","Unknown","","","","","","2021-07-10"
"2","signups","2","android","18-24","","","","","","2021-07-11"
"2","signups","3","android","25-34","","","","","","2021-07-11"
"2","signups","2","android","35-44","","","","","","2021-07-11"
"2","signups","1","android","45-54","","","","","","2021-07-11"
"2","signups","4","android","Unknown","","","","","","2021-07-11"
"2","signups","2","ios","18-24","","","","","","2021-07-11"
"2","signups","6","ios","25-34","","","","","","2021-07-11"
"2","signups","13","ios","35-44","","","","","","2021-07-11"
"2","signups","1","ios","45-54","","","","","","2021-07-11"
"2","signups","6","ios","Unknown","","","","","","2021-07-11"
"2","signups","2","web","18-24","","","","","","2021-07-11"
"2","signups","2","web","25-34","","","","","","2021-07-11"
"2","signups","1","web","35-44","","","","","","2021-07-11"
"2","signups","3","web","Unknown","","","","","","2021-07-11"
"2","signups","1","android","18-24","","","","","","2021-07-12"
"2","signups","2","android","25-34","","","","","","2021-07-12"
"2","signups","6","android","35-44","","","","","","2021-07-12"
"2","signups","2","android","45-54","","","","","","2021-07-12"
"2","signups","6","android","Unknown","","","","","","2021-07-12"
"2","signups","3","ios","18-24","","","","","","2021-07-12"
"2","signups","7","ios","25-34","","","","","","2021-07-12"
"2","signups","6","ios","35-44","","","","","","2021-07-12"
"2","signups","4","ios","45-54","","","","","","2021-07-12"
"2","signups","12","ios","Unknown","","","","","","2021-07-12"
"2","signups","2","web","35-44","","","","","","2021-07-12"
"2","signups","2","web","45-54","","","","","","2021-07-12"
"2","signups","2","web","Unknown","","","","","","2021-07-12"
"2","signups","1","android","18-24","","","","","","2021-07-13"
"2","signups","4","android","25-34","","","","","","2021-07-13"
"2","signups","9","android","35-44","","","","","","2021-07-13"
"2","signups","2","android","45-54","","","","","","2021-07-13"
"2","signups","3","android","Unknown","","","","","","2021-07-13"
"2","signups","2","ios","18-24","","","","","","2021-07-13"
"2","signups","5","ios","25-34","","","","","","2021-07-13"
"2","signups","7","ios","35-44","","","","","","2021-07-13"
"2","signups","2","ios","45-54","","","","","","2021-07-13"
"2","signups","8","ios","Unknown","","","","","","2021-07-13"
"2","signups","1","web","18-24","","","","","","2021-07-13"
"2","signups","1","web","25-34","","","","","","2021-07-13"
"2","signups","3","web","35-44","","","","","","2021-07-13"
"2","signups","3","android","18-24","","","","","","2021-07-14"
"2","signups","3","android","25-34","","","","","","2021-07-14"
"2","signups","6","android","35-44","","","","","","2021-07-14"
"2","signups","2","android","45-54","","","","","","2021-07-14"
"2","signups","5","android","Unknown","","","","","","2021-07-14"
"2","signups","3","ios","18-24","","","","","","2021-07-14"
"2","signups","4","ios","25-34","","","","","","2021-07-14"
"2","signups","7","ios","35-44","","","","","","2021-07-14"
"2","signups","4","ios","45-54","","","","","","2021-07-14"
"2","signups","7","ios","Unknown","","","","","","2021-07-14"
"2","signups","1","web","25-34","","","","","","2021-07-14"
"2","signups","2","web","45-54","","","","","","2021-07-14"
"2","signups","2","web","Unknown","","","","","","2021-07-14"
"2","signups","3","android","18-24","","","","","","2021-07-15"
"2","signups","1","android","25-34","","","","","","2021-07-15"
"2","signups","3","android","35-44","","","","","","2021-07-15"
"2","signups","1","android","45-54","","","","","","2021-07-15"
"2","signups","3","android","Unknown","","","","","","2021-07-15"
"2","signups","1","ios","18-24","","","","","","2021-07-15"
"2","signups","5","ios","25-34","","","","","","2021-07-15"
"2","signups","11","ios","35-44","","","","","","2021-07-15"
"2","signups","4","ios","45-54","","","","","","2021-07-15"
"2","signups","10","ios","Unknown","","","","","","2021-07-15"
"2","signups","2","web","18-24","","","","","","2021-07-15"
"2","signups","1","web","45-54","","","","","","2021-07-15"
"2","signups","2","android","18-24","","","","","","2021-07-16"
"2","signups","2","android","25-34","","","","","","2021-07-16"
"2","signups","6","android","35-44","","","","","","2021-07-16"
"2","signups","1","android","45-54","","","","","","2021-07-16"
"2","signups","2","android","Unknown","","","","","","2021-07-16"
"2","signups","1","ios","18-24","","","","","","2021-07-16"
"2","signups","8","ios","25-34","","","","","","2021-07-16"
"2","signups","8","ios","35-44","","","","","","2021-07-16"
"2","signups","1","ios","45-54","","","","","","2021-07-16"
"2","signups","6","ios","Unknown","","","","","","2021-07-16"
"2","signups","1","web","18-24","","","","","","2021-07-16"
"2","signups","1","web","25-34","","","","","","2021-07-16"
"2","signups","1","web","35-44","","","","","","2021-07-16"
"2","signups","2","web","Unknown","","","","","","2021-07-16"
"2","signups","1","android","18-24","","","","","","2021-07-17"
"2","signups","4","android","25-34","","","","","","2021-07-17"
"2","signups","4","android","35-44","","","","","","2021-07-17"
"2","signups","4","android","Unknown","","","","","","2021-07-17"
"2","signups","2","ios","18-24","","","","","","2021-07-17"
"2","signups","1","ios","25-34","","","","","","2021-07-17"
"2","signups","7","ios","35-44","","","","","","2021-07-17"
"2","signups","1","ios","45-54","","","","","","2021-07-17"
"2","signups","10","ios","Unknown","","","","","","2021-07-17"
"2","signups","3","web","25-34","","","","","","2021-07-17"
"2","signups","2","web","35-44","","","","","","2021-07-17"
"2","signups","2","web","Unknown","","","","","","2021-07-17"
"2","signups","5","android","18-24","","","","","","2021-07-18"
"2","signups","2","android","25-34","","","","","","2021-07-18"
"2","signups","2","android","35-44","","","","","","2021-07-18"
"2","signups","2","android","45-54","","","","","","2021-07-18"
"2","signups","4","android","Unknown","","","","","","2021-07-18"
"2","signups","4","ios","18-24","","","","","","2021-07-18"
"2","signups","3","ios","25-34","","","","","","2021-07-18"
"2","signups","4","ios","35-44","","","","","","2021-07-18"
"2","signups","4","ios","45-54","","","","","","2021-07-18"
"2","signups","6","ios","Unknown","","","","","","2021-07-18"
"2","signups","1","android","18-24","","","","","","2021-07-19"
"2","signups","4","android","25-34","","","","","","2021-07-19"
"2","signups","5","android","35-44","","","","","","2021-07-19"
"2","signups","2","android","45-54","","","","","","2021-07-19"
"2","signups","4","android","Unknown","","","","","","2021-07-19"
"2","signups","3","ios","18-24","","","","","","2021-07-19"
"2","signups","4","ios","25-34","","","","","","2021-07-19"
"2","signups","10","ios","35-44","","","","","","2021-07-19"
"2","signups","4","ios","45-54","","","","","","2021-07-19"
"2","signups","6","ios","Unknown","","","","","","2021-07-19"
"2","signups","2","web","18-24","","","","","","2021-07-19"
"2","signups","6","web","25-34","","","","","","2021-07-19"
"2","signups","3","web","35-44","","","","","","2021-07-19"
"2","signups","2","web","Unknown","","","","","","2021-07-19"
"2","signups","2","android","18-24","","","","","","2021-07-20"
"2","signups","6","android","25-34","","","","","","2021-07-20"
"2","signups","6","android","35-44","","","","","","2021-07-20"
"2","signups","1","android","45-54","","","","","","2021-07-20"
"2","signups","4","android","Unknown","","","","","","2021-07-20"
"2","signups","3","ios","18-24","","","","","","2021-07-20"
"2","signups","5","ios","25-34","","","","","","2021-07-20"
"2","signups","10","ios","35-44","","","","","","2021-07-20"
"2","signups","3","ios","45-54","","","","","","2021-07-20"
"2","signups","4","ios","Unknown","","","","","","2021-07-20"
"2","signups","1","web","35-44","","","","","","2021-07-20"
"2","signups","3","web","Unknown","","","","","","2021-07-20"
"2","signups","3","android","18-24","","","","","","2021-07-21"
"2","signups","4","android","35-44","","","","","","2021-07-21"
"2","signups","2","android","45-54","","","","","","2021-07-21"
"2","signups","3","android","Unknown","","","","","","2021-07-21"
"2","signups","1","ios","18-24","","","","","","2021-07-21"
"2","signups","7","ios","25-34","","","","","","2021-07-21"
"2","signups","4","ios","35-44","","","","","","2021-07-21"
"2","signups","4","ios","45-54","","","","","","2021-07-21"
"2","signups","7","ios","Unknown","","","","","","2021-07-21"
"2","signups","2","web","35-44","","","","","","2021-07-21"
"2","signups","1","web","Unknown","","","","","","2021-07-21"
"2","signups","1","android","18-24","","","","","","2021-07-22"
"2","signups","3","android","25-34","","","","","","2021-07-22"
"2","signups","3","android","35-44","","","","","","2021-07-22"
"2","signups","2","android","45-54","","","","","","2021-07-22"
"2","signups","5","android","Unknown","","","","","","2021-07-22"
"2","signups","4","ios","18-24","","","","","","2021-07-22"
"2","signups","4","ios","25-34","","","","","","2021-07-22"
"2","signups","4","ios","35-44","","","","","","2021-07-22"
"2","signups","3","ios","45-54","","","","","","2021-07-22"
"2","signups","16","ios","Unknown","","","","","","2021-07-22"
"2","signups","1","web","18-24","","","","","","2021-07-22"
"2","signups","2","web","25-34","","","","","","2021-07-22"
"2","signups","2","web","45-54","","","","","","2021-07-22"
"2","signups","2","web","Unknown","","","","","","2021-07-22"
"2","signups","3","android","25-34","","","","","","2021-07-23"
"2","signups","5","android","35-44","","","","","","2021-07-23"
"2","signups","1","android","45-54","","","","","","2021-07-23"
"2","signups","8","android","Unknown","","","","","","2021-07-23"
"2","signups","3","ios","18-24","","","","","","2021-07-23"
"2","signups","2","ios","25-34","","","","","","2021-07-23"
"2","signups","11","ios","35-44","","","","","","2021-07-23"
"2","signups","2","ios","45-54","","","","","","2021-07-23"
"2","signups","11","ios","Unknown","","","","","","2021-07-23"
"2","signups","1","web","25-34","","","","","","2021-07-23"
"2","signups","2","web","35-44","","","","","","2021-07-23"
"2","signups","1","web","45-54","","","","","","2021-07-23"
"2","signups","1","web","Unknown","","","","","","2021-07-23"
"2","signups","1","android","18-24","","","","","","2021-07-24"
"2","signups","5","android","25-34","","","","","","2021-07-24"
"2","signups","2","android","45-54","","","","","","2021-07-24"
"2","signups","4","android","Unknown","","","","","","2021-07-24"
"2","signups","2","ios","18-24","","","","","","2021-07-24"
"2","signups","1","ios","25-34","","","","","","2021-07-24"
"2","signups","15","ios","35-44","","","","","","2021-07-24"
"2","signups","2","ios","45-54","","","","","","2021-07-24"
"2","signups","14","ios","Unknown","","","","","","2021-07-24"
"2","signups","1","web","35-44","","","","","","2021-07-24"
"2","signups","1","web","Unknown","","","","","","2021-07-24"
"2","signups","1","android","18-24","","","","","","2021-07-25"
"2","signups","2","android","25-34","","","","","","2021-07-25"
"2","signups","1","android","35-44","","","","","","2021-07-25"
"2","signups","2","android","45-54","","","","","","2021-07-25"
"2","signups","1","android","Unknown","","","","","","2021-07-25"
"2","signups","3","ios","18-24","","","","","","2021-07-25"
"2","signups","3","ios","25-34","","","","","","2021-07-25"
"2","signups","10","ios","35-44","","","","","","2021-07-25"
"2","signups","3","ios","45-54","","","","","","2021-07-25"
"2","signups","10","ios","Unknown","","","","","","2021-07-25"
"2","signups","3","web","25-34","","","","","","2021-07-25"
"2","signups","3","web","35-44","","","","","","2021-07-25"
"2","signups","1","web","45-54","","","","","","2021-07-25"
"2","signups","2","web","Unknown","","","","","","2021-07-25"
"2","signups","3","android","18-24","","","","","","2021-07-26"
"2","signups","2","android","35-44","","","","","","2021-07-26"
"2","signups","1","android","45-54","","","","","","2021-07-26"
"2","signups","5","android","Unknown","","","","","","2021-07-26"
"2","signups","2","ios","18-24","","","","","","2021-07-26"
"2","signups","8","ios","25-34","","","","","","2021-07-26"
"2","signups","6","ios","35-44","","","","","","2021-07-26"
"2","signups","2","ios","45-54","","","","","","2021-07-26"
"2","signups","6","ios","Unknown","","","","","","2021-07-26"
"2","signups","1","web","25-34","","","","","","2021-07-26"
"2","signups","1","web","35-44","","","","","","2021-07-26"
"2","signups","1","web","45-54","","","","","","2021-07-26"
"2","signups","3","web","Unknown","","","","","","2021-07-26"
"2","signups","2","android","18-24","","","","","","2021-07-27"
"2","signups","7","android","25-34","","","","","","2021-07-27"
"2","signups","8","android","35-44","","","","","","2021-07-27"
"2","signups","3","android","45-54","","","","","","2021-07-27"
"2","signups","4","android","Unknown","","","","","","2021-07-27"
"2","signups","3","ios","18-24","","","","","","2021-07-27"
"2","signups","8","ios","25-34","","","","","","2021-07-27"
"2","signups","10","ios","35-44","","","","","","2021-07-27"
"2","signups","3","ios","45-54","","","","","","2021-07-27"
"2","signups","5","ios","Unknown","","","","","","2021-07-27"
"2","signups","1","web","35-44","","","","","","2021-07-27"
"2","signups","1","web","45-54","","","","","","2021-07-27"
"2","signups","3","web","Unknown","","","","","","2021-07-27"
"2","signups","2","android","18-24","","","","","","2021-07-28"
"2","signups","6","android","25-34","","","","","","2021-07-28"
"2","signups","9","android","35-44","","","","","","2021-07-28"
"2","signups","1","android","45-54","","","","","","2021-07-28"
"2","signups","7","android","Unknown","","","","","","2021-07-28"
"2","signups","1","ios","18-24","","","","","","2021-07-28"
"2","signups","6","ios","25-34","","","","","","2021-07-28"
"2","signups","6","ios","35-44","","","","","","2021-07-28"
"2","signups","2","ios","45-54","","","","","","2021-07-28"
"2","signups","8","ios","Unknown","","","","","","2021-07-28"
"2","signups","1","web","45-54","","","","","","2021-07-28"
"2","signups","2","web","Unknown","","","","","","2021-07-28"
"2","signups","2","android","18-24","","","","","","2021-07-29"
"2","signups","5","android","25-34","","","","","","2021-07-29"
"2","signups","5","android","35-44","","","","","","2021-07-29"
"2","signups","5","android","Unknown","","","","","","2021-07-29"
"2","signups","6","ios","25-34","","","","","","2021-07-29"
"2","signups","4","ios","35-44","","","","","","2021-07-29"
"2","signups","3","ios","45-54","","","","","","2021-07-29"
"2","signups","8","ios","Unknown","","","","","","2021-07-29"
"2","signups","1","web","25-34","","","","","","2021-07-29"
"2","signups","2","web","Unknown","","","","","","2021-07-29"
"2","signups","3","android","25-34","","","","","","2021-07-30"
"2","signups","3","android","35-44","","","","","","2021-07-30"
"2","signups","1","android","45-54","","","","","","2021-07-30"
"2","signups","3","android","Unknown","","","","","","2021-07-30"
"2","signups","4","ios","18-24","","","","","","2021-07-30"
"2","signups","9","ios","25-34","","","","","","2021-07-30"
"2","signups","5","ios","35-44","","","","","","2021-07-30"
"2","signups","3","ios","45-54","","","","","","2021-07-30"
"2","signups","13","ios","Unknown","","","","","","2021-07-30"
"2","signups","1","web","35-44","","","","","","2021-07-30"
"2","signups","2","web","Unknown","","","","","","2021-07-30"
"2","signups","2","android","25-34","","","","","","2021-07-31"
"2","signups","2","android","35-44","","","","","","2021-07-31"
"2","signups","2","android","45-54","","","","","","2021-07-31"
"2","signups","6","android","Unknown","","","","","","2021-07-31"
"2","signups","1","ios","18-24","","","","","","2021-07-31"
"2","signups","8","ios","25-34","","","","","","2021-07-31"
"2","signups","12","ios","35-44","","","","","","2021-07-31"
"2","signups","6","ios","45-54","","","","","","2021-07-31"
"2","signups","5","ios","Unknown","","","","","","2021-07-31"
"2","signups","1","web","18-24","","","","","","2021-07-31"
"2","signups","2","web","25-34","","","","","","2021-07-31"
"2","signups","2","web","35-44","","","","","","2021-07-31"
"2","signups","2","web","45-54","","","","","","2021-07-31"
"2","signups","1","web","Unknown","","","","","","2021-07-31"
"2","signups","2","android","18-24","","","","","","2021-08-01"
"2","signups","7","android","25-34","","","","","","2021-08-01"
"2","signups","3","android","35-44","","","","","","2021-08-01"
"2","signups","2","android","45-54","","","","","","2021-08-01"
"2","signups","2","android","Unknown","","","","","","2021-08-01"
"2","signups","4","ios","18-24","","","","","","2021-08-01"
"2","signups","9","ios","25-34","","","","","","2021-08-01"
"2","signups","8","ios","35-44","","","","","","2021-08-01"
"2","signups","1","ios","45-54","","","","","","2021-08-01"
"2","signups","6","ios","Unknown","","","","","","2021-08-01"
"2","signups","1","web","35-44","","","","","","2021-08-01"
"2","signups","1","web","45-54","","","","","","2021-08-01"
"2","signups","1","web","Unknown","","","","","","2021-08-01"
"2","signups","1","android","18-24","","","","","","2021-08-02"
"2","signups","4","android","25-34","","","","","","2021-08-02"
"2","signups","4","android","35-44","","","","","","2021-08-02"
"2","signups","2","android","45-54","","","","","","2021-08-02"
"2","signups","3","android","Unknown","","","","","","2021-08-02"
"2","signups","1","ios","18-24","","","","","","2021-08-02"
"2","signups","5","ios","25-34","","","","","","2021-08-02"
"2","signups","8","ios","35-44","","","","","","2021-08-02"
"2","signups","5","ios","45-54","","","","","","2021-08-02"
"2","signups","8","ios","Unknown","","","","","","2021-08-02"
"2","signups","1","web","35-44","","","","","","2021-08-02"
"2","signups","1","web","45-54","","","","","","2021-08-02"
"2","signups","1","web","Unknown","","","","","","2021-08-02"
"2","signups","3","android","18-24","","","","","","2021-08-03"
"2","signups","5","android","25-34","","","","","","2021-08-03"
"2","signups","3","android","35-44","","","","","","2021-08-03"
"2","signups","3","android","Unknown","","","","","","2021-08-03"
"2","signups","9","ios","25-34","","","","","","2021-08-03"
"2","signups","13","ios","35-44","","","","","","2021-08-03"
"2","signups","3","ios","45-54","","","","","","2021-08-03"
"2","signups","9","ios","Unknown","","","","","","2021-08-03"
"2","signups","1","web","18-24","","","","","","2021-08-03"
"2","signups","1","web","25-34","","","","","","2021-08-03"
"2","signups","1","web","35-44","","","","","","2021-08-03"
