"user_id","unique_drivers","unique_rides","decline_count","avg_rating","lost_total_usd","gained_total_usd"
"113306","26","26","3","2.00","57.55","460.83"
"104303","37","37","3","5.00","55.76","673.63"
"100941","37","37","3","2.67","56.29","664.7000000000002"
"113324","40","40","3","1.33","56.629999999999995","766.3800000000001"
"116768","33","33","3","1.00","66.57000000000001","603.3299999999999"
"106702","45","45","3","","52.760000000000005","853.9900000000001"
"116775","29","29","3","2.00","72.61","493.13"
"103423","40","40","3","2.33","70.99","751.2199999999998"
"113334","36","36","3","3.00","79.79","609.9100000000001"
"110278","32","32","3","","54.61","592.1199999999999"
"100231","37","37","3","2.67","78.56","686.5"
"116784","25","25","3","3.33","54.42","432.7"
"106710","33","33","3","3.67","58.05","582.64"
"110275","36","36","3","2.00","60.56999999999999","674.3499999999999"
"103431","34","34","3","3.33","47.71","627.82"
"109322","39","39","3","1.33","41.59","678.4599999999999"
"113376","41","41","3","2.33","36.61","759.53"
"110268","36","36","3","2.67","52.33","567.8800000000001"
"106720","35","35","3","3.00","45.66","659.6"
"113391","45","45","3","3.67","48.75","871.7600000000001"
"105319","32","32","3","2.00","65.97","598.12"
"106727","31","31","3","4.33","48.169999999999995","560.3000000000001"
"106735","45","45","3","","67.17","855.9300000000001"
"102682","34","34","3","4.00","48.989999999999995","702.1"
"106749","34","34","3","3.33","67.94","596.17"
"116789","48","48","3","3.67","49.69","870.98"
"103456","24","24","3","2.00","56.410000000000004","369.76"
"116791","41","41","3","3.67","69.91","792.9600000000003"
"113461","39","39","3","3.33","66.58","761.6799999999998"
"102667","39","39","3","2.33","44.52","752.0699999999999"
"101707","28","28","3","3.67","55.21","513.7499999999999"
"113469","36","36","3","","50.75","629.0100000000001"
"113487","36","36","3","","59.589999999999996","625.32"
"105280","30","30","3","4.67","47.59","539.8"
"109321","32","32","3","3.00","72.47","562.6699999999998"
"113499","44","44","3","1.67","66.21000000000001","794.4999999999999"
"113513","44","44","3","4.67","69.49","795.3800000000002"
"113515","34","34","3","","66.5","567.5600000000001"
"103483","50","50","3","3.67","44.69","942.8200000000002"
"100178","41","41","3","3.67","53.06","772.8900000000001"
"105268","44","44","3","1.33","72.57","828.27"
"113537","39","39","3","","43.95","766.2"
"103486","36","36","3","4.33","66.62","614.08"
"102317","31","32","3","","71.76","606.49"
"113548","39","39","3","3.67","65.51","665.64"
"113550","44","44","3","","56.699999999999996","735.9100000000001"
"100613","25","25","3","","83.17","427.87999999999994"
"113561","43","43","3","3.67","53.879999999999995","762.46"
"113562","34","34","3","3.67","64.44","628.91"
"108518","35","35","3","","61.57","629.35"
"106811","38","39","3","4.33","42.09","724.4799999999999"
"101728","40","40","3","3.67","81.78999999999999","766.9599999999999"
"101736","38","38","3","2.67","50.9","745.7300000000002"
"106826","43","44","3","2.67","75.52","797.4399999999999"
"113598","35","35","3","","58.08","611.81"
"106834","38","38","3","2.00","56.64","677.4999999999999"
"113605","29","29","3","","46.72","526.0799999999999"
"110223","39","39","3","4.00","67.38","651.9000000000001"
"106835","38","38","3","","66.9","684.7199999999998"
"113618","41","42","3","2.00","67.7","798.44"
"113620","29","29","3","3.33","55.41","531.34"
"113629","34","34","3","3.33","41.8","634.5400000000001"
"100594","35","35","3","","68.02000000000001","693.44"
"106838","34","34","3","","69.05","655.2900000000001"
"113641","41","41","3","4.00","55.01","695.51"
"101203","41","41","3","","58.400000000000006","766.9900000000001"
"113656","39","39","3","","62.300000000000004","715.3199999999998"
"103514","35","35","3","4.00","46.82","633.41"
"101073","27","27","3","1.00","52.989999999999995","486.3299999999999"
"113679","50","50","3","","48.8","946.3699999999998"
"117574","40","40","3","2.67","65.16","707.3100000000002"
"113683","38","38","3","2.33","59.339999999999996","729.05"
"102382","36","36","3","4.33","66.43","671.13"
"113688","43","44","3","3.67","57.400000000000006","779.4199999999997"
"105227","46","46","3","4.00","79.52","760.4600000000002"
"113706","40","40","3","2.67","62.56","718.4500000000002"
"102164","33","33","3","","57.92","605.59"
"113713","34","34","3","4.33","68.56","643.1099999999999"
"101742","37","37","3","3.67","77.75","688.7699999999999"
"106891","45","45","3","2.67","50.53","803.47"
"108530","35","35","3","2.33","55.410000000000004","665.0800000000002"
"100189","34","34","3","","53.86","637.36"
"102636","37","37","3","","64.97","684.14"
"113749","47","47","3","2.33","54.15","897.0499999999997"
"100998","31","31","3","4.67","51.66","509.79"
"108549","34","34","3","","43.74","653.5799999999998"
"106915","44","44","3","2.67","66.21","761.07"
"106925","31","31","3","","61.69","539.55"
"106928","31","31","3","3.33","38.69","524.6700000000002"
"113781","38","38","3","3.33","73.94","686.5500000000001"
"101068","43","43","3","3.67","48.46","734.75"
"105208","51","51","3","2.67","67.59","982.93"
"104598","36","36","3","","51.59","625.8"
"113800","49","49","3","1.67","52.16","930.86"
"113801","36","36","3","3.33","71.77","717.95"
"106948","34","34","3","2.00","66.27","588.97"
"113808","32","32","3","2.33","71.89","607.12"
"110150","23","23","3","3.67","49.57","419.7"
"106950","34","34","3","2.00","75.55000000000001","635.31"
"108551","40","40","3","4.33","56.739999999999995","744.3599999999999"
"117444","35","35","3","","40.290000000000006","626.1999999999999"
"113863","35","35","3","3.67","48.39","686.6200000000001"
"101066","34","34","3","2.67","53.09","589.8399999999999"
"106964","46","46","3","","63.92","889.4700000000001"
"109261","36","36","3","4.33","68.78999999999999","699.8300000000002"
"103548","34","34","3","3.00","66.85","612.52"
"113899","42","42","3","3.00","45.74","822.9399999999999"
"113900","44","44","3","4.33","69.99","754.8199999999998"
"113904","42","42","3","3.00","54.47","850.52"
"102303","44","44","3","2.33","65.47","853.1500000000001"
"104335","34","34","3","","51.9","648.3899999999999"
"113916","36","36","3","2.67","48.69","686.1"
"103555","26","26","3","3.67","38.54","446.1"
"113920","42","42","3","4.67","76.06","776.3000000000003"
"106977","37","37","3","3.33","74.85","683.7899999999998"
"102633","35","35","3","1.67","51.69","628.53"
"113945","39","39","3","1.67","43.93","751.4100000000002"
"105202","32","33","3","3.33","54.76","610.6199999999999"
"106982","40","40","3","2.67","60.339999999999996","724.3100000000002"
"100758","34","34","3","1.00","52.75","626.1700000000001"
"103563","36","36","3","4.00","69.9","619.7500000000001"
"113981","31","31","3","4.33","70.31","584.89"
"113988","36","36","3","3.33","59.25","627.59"
"106995","36","36","3","2.67","64.68","686.8600000000001"
"106997","52","52","3","1.00","67.14","971.96"
"106999","25","25","3","2.33","70.16","439.59999999999997"
"110139","34","34","3","1.33","64.93","625.6000000000001"
"117452","35","35","3","2.00","75.92999999999999","652.48"
"101754","38","38","3","3.67","64.91","639.77"
"105179","47","47","3","3.67","66.8","895.0500000000003"
"110090","37","37","3","4.00","63.4","624.9000000000001"
"109256","38","38","3","3.00","47.99","698.3600000000002"
"114045","46","46","3","2.33","55.83","854.7100000000002"
"101757","36","36","3","4.33","60.04","606.71"
"102628","32","32","3","2.33","67.1","586.75"
"101760","35","35","3","2.00","74.5","674.7"
"107033","34","34","3","","70.13","611.6400000000001"
"103589","36","36","3","","46.46000000000001","633.3099999999997"
"114080","45","45","3","3.67","51.38","837.3900000000002"
"100366","51","51","3","2.67","67.53","923.0599999999997"
"116880","41","41","3","4.00","77.67","744.51"
"114099","40","40","3","","38.89","752.6700000000001"
"114105","36","36","3","","59.59","648.2299999999998"
"116884","42","42","3","","54.08","762.38"
"114114","25","25","3","3.33","75.1","498.74999999999994"
"102620","40","40","3","3.67","68.96","804.6600000000001"
"110041","34","34","3","2.00","70.63","564.87"
"101768","44","44","3","4.00","48.86","845.3000000000001"
"114137","33","33","3","2.33","77.15","666.72"
"101771","51","51","3","4.67","55.72","903.9299999999998"
"103629","28","28","3","4.33","63.690000000000005","448.88"
"114165","38","38","3","3.00","59.93000000000001","634.4800000000001"
"103631","35","35","3","2.00","72.45","655.0000000000001"
"103653","35","35","3","2.00","68.68","649.8100000000002"
"104353","40","40","3","","58.6","625.7700000000001"
"116897","38","38","3","3.67","72.98","626.3499999999999"
"114188","40","41","3","4.33","68.59","739.33"
"114190","36","36","3","","61.370000000000005","662.4899999999999"
"116898","44","44","3","5.00","53.480000000000004","783.1"
"101196","37","37","3","2.33","79.19","728.31"
"114210","29","29","3","4.00","56.61","524.12"
"114226","33","33","3","","60.699999999999996","579.73"
"117455","37","37","3","2.33","63.879999999999995","638.85"
"100201","36","36","3","2.00","64.54","639.4200000000002"
"101191","35","35","3","5.00","59.32","683.7300000000001"
"105101","42","42","3","","56.77","717.6"
"103667","38","38","3","","53","725.7700000000003"
"100393","28","28","3","5.00","69.82","469.49"
"114254","37","37","3","3.33","61.97","710.22"
"114256","37","37","3","","67.56","698.0200000000001"
"114257","47","47","3","2.67","66.27000000000001","882.6200000000001"
"100238","44","44","3","2.67","57.269999999999996","791.4800000000001"
"103670","39","39","3","2.00","60.72","713.68"
"114272","36","36","3","1.67","49.31","691.3799999999998"
"101051","37","37","3","2.67","49.97","593.22"
"107116","35","35","3","","66.54","622.61"
"101050","29","29","3","2.00","44.89","533.1700000000001"
"100403","30","30","3","3.00","71.36","532.9799999999999"
"101004","34","34","3","3.00","51.76","641.2399999999999"
"100802","24","24","3","2.33","43.35","404.05"
"114298","24","24","3","2.33","60.8","377.88"
"114299","33","33","3","","75.06","660.15"
"105099","59","59","3","3.33","74.95","1097.34"
"114313","28","28","3","3.33","61.870000000000005","479.72"
"101803","30","30","3","4.33","73.71000000000001","521.0600000000001"
"114323","39","39","3","","44.65","715.29"
"114327","38","38","3","2.33","56.15","693.8900000000001"
"116958","35","35","3","2.67","67.41","604.67"
"108603","45","45","3","2.33","61.12","883.8000000000001"
"114346","50","50","3","2.67","67.84","912.5300000000001"
"114349","36","36","3","5.00","69.8","681.3100000000001"
"114354","35","35","3","4.00","45.95","630.7800000000002"
"110006","37","37","3","2.00","72.06","694.59"
"101806","37","37","3","","47.39","721.67"
"107169","41","41","3","2.67","46.22","792.99"
"108857","34","34","3","3.00","60.22","593.23"
"100808","45","45","3","3.33","48.43000000000001","828.91"
"107176","32","32","3","2.67","71.06","605.6700000000001"
"100207","34","34","3","","61.97","632.8100000000001"
"107184","29","29","3","3.67","49.94","510.57"
"114414","40","40","3","2.33","55.5","787.4399999999999"
"109988","35","35","3","2.33","58.64","678.6399999999999"
"105078","35","35","3","","60.690000000000005","604.79"
"116971","34","34","3","","56.120000000000005","672.4"
"116974","40","40","3","4.33","61.510000000000005","675.37"
"103724","31","31","3","","50.75","525.0500000000001"
"105076","26","26","3","2.33","72.81","443.8299999999999"
"114442","42","42","3","3.33","68.56","769.1899999999999"
"108604","42","42","3","2.00","60.25","776.7300000000002"
"101846","44","44","3","4.67","67.47","818.0100000000001"
"103746","34","34","3","3.00","69.03","661.75"
"114458","52","52","3","3.67","59.68","953.3399999999999"
"107225","24","24","3","","47.92","438.29"
"109959","39","39","3","2.67","76.21000000000001","763.7200000000001"
"107233","33","33","3","3.00","70.78","614.0999999999999"
"103754","37","37","3","1.67","61.51","733.12"
"114478","40","40","3","2.67","71.2","686.8999999999999"
"101181","42","42","3","4.33","61.95","762.1800000000002"
"102569","40","40","3","3.33","74.62","738.47"
"114500","34","34","3","2.00","79.11","651.1800000000001"
"100061","43","43","3","4.67","56.83","753.5699999999997"
"114510","27","27","3","3.00","51.64","493.29"
"102339","34","34","3","","65.53","584.8499999999999"
"114525","37","37","3","","56.41","630.9"
"105052","35","35","3","4.33","58.27","649.6300000000001"
"114535","31","31","3","","74.18","495.65000000000003"
"107262","37","37","3","","70.4","635.5400000000001"
"102299","40","40","3","4.00","72.24000000000001","776.34"
"103771","41","41","3","","58.349999999999994","756.1899999999999"
"109917","43","43","3","","50.64","789.0400000000001"
"114561","38","38","3","3.00","59.900000000000006","684.2099999999999"
"104387","41","41","3","4.00","42.35","770.87"
"114576","35","35","3","4.67","53.31","695.41"
"108622","33","33","3","","38.72","579.43"
"101179","37","37","3","3.33","70.42","593.27"
"107301","48","48","3","3.67","69.9","800.1199999999998"
"114586","38","38","3","1.00","55.68000000000001","766.5100000000001"
"103783","32","32","3","2.67","47.49","576.5599999999998"
"114600","36","36","3","4.33","67.77","654.24"
"101177","32","32","3","4.33","73.82","523.8199999999999"
"107305","39","39","3","","56.440000000000005","694.2299999999999"
"107308","37","37","3","3.67","60.18","690.94"
"109876","40","40","3","2.33","55.72","758.47"
"114624","51","51","3","3.00","51.94","985.0200000000002"
"102193","38","38","3","4.33","71.3","640.25"
"117010","44","44","3","2.00","65.46000000000001","779.65"
"114674","35","35","3","2.00","68.47999999999999","678.05"
"109855","25","25","3","2.33","67.79","427.17"
"105024","30","30","3","3.33","64.47","496.0299999999999"
"114716","33","33","3","3.33","64.33","595.5999999999999"
"102558","48","48","3","","68.97","908.17"
"100143","38","38","3","","68.25","763.3199999999999"
"101884","41","41","3","4.00","66.65","731.34"
"114731","36","36","3","","65.63","619.7500000000001"
"114738","37","37","3","","55.04","666.79"
"114748","21","21","3","2.00","44.629999999999995","384.75"
"109825","35","35","3","3.00","70.34","594.4700000000001"
"104392","29","29","3","2.33","56.06","518.8799999999999"
"114757","32","32","3","3.33","60.379999999999995","625.8699999999999"
"107358","45","45","3","4.33","67.53999999999999","834.1899999999998"
"114764","33","33","3","","51.2","582.58"
"103804","49","49","3","2.00","67.39","876.02"
"114769","41","41","3","3.33","43.150000000000006","797.99"
"114774","41","41","3","2.67","66.22999999999999","782.5699999999999"
"104685","48","48","3","3.00","58.47","926.8799999999999"
"114780","40","41","3","3.00","61.75","810.2800000000003"
"114785","44","44","3","","50.87","840.3999999999999"
"103806","40","41","3","2.00","59.870000000000005","734.9699999999998"
"107371","52","52","3","1.67","54.46","1032.74"
"117030","44","44","3","2.33","61.620000000000005","845.0500000000002"
"114819","44","44","3","","68.97","786.0199999999996"
"108647","42","42","3","","73.02","791.74"
"114822","31","31","3","3.33","52.65","609.4200000000001"
"114841","36","36","3","1.33","66.89","607.6799999999998"
"107386","38","38","3","","54.529999999999994","617.4699999999999"
"107390","33","33","3","3.33","51.849999999999994","604.48"
"103815","34","34","3","3.00","75.35","622.4"
"103820","41","41","3","5.00","52.98","769.52"
"114853","34","34","3","1.00","56.519999999999996","631.24"
"101886","37","37","3","3.33","60.81","620.24"
"104399","57","57","3","2.67","63.230000000000004","1142.04"
"109817","32","32","3","3.33","61.64","571.24"
"109174","31","31","3","4.00","63.64999999999999","524.07"
"107415","41","41","3","2.00","64.57","768.1499999999997"
"114869","45","45","3","4.33","49.78","893.34"
"107419","38","38","3","4.67","57.31","712.77"
"101013","31","31","3","1.67","51.89","573.4100000000001"
"105021","41","41","3","","47.059999999999995","754.5100000000003"
"107420","39","39","3","2.00","50.08","752.6099999999998"
"117044","40","40","3","3.33","61.79","777.2500000000002"
"114904","38","38","3","3.00","68.36","704.0999999999999"
"101029","38","38","3","","59.27","712.2499999999998"
"103827","38","38","3","","64.84","754.6399999999998"
"108665","43","43","3","","49.9","787.93"
"101892","34","34","3","2.67","51.44","624.0400000000002"
"114929","34","34","3","","62.36","647.4899999999999"
"100977","38","39","3","4.67","56.870000000000005","716.9800000000001"
"107468","24","24","3","","45.47","449.55999999999995"
"114942","28","28","3","2.33","75.96000000000001","546.04"
"104416","35","35","3","3.00","57.629999999999995","606.02"
"107484","38","38","3","1.00","63.290000000000006","658.86"
"103832","31","31","3","3.67","82.94","524.5000000000001"
"100574","36","36","3","","62.019999999999996","656.3299999999999"
"107494","36","36","3","1.67","62.37","620.46"
"103839","27","27","3","1.67","58.39","440.34000000000015"
"114969","39","39","3","3.33","43.17","750.0600000000002"
"108684","35","35","3","5.00","66.07","634.1000000000001"
"114975","30","30","3","2.00","68.19","514.0799999999998"
"114977","30","30","3","4.00","49.199999999999996","552.1399999999999"
"117071","42","42","3","","67.48","788.34"
"117078","27","27","3","2.00","65.83","496.96000000000004"
"109780","32","32","3","4.33","57.78","571.2700000000001"
"104418","32","32","3","2.67","74.59","596.19"
"115011","44","44","3","3.33","69.7","804.8699999999999"
"107521","52","52","3","2.00","69.03999999999999","973.2800000000001"
"102537","41","41","3","3.67","47.370000000000005","782.5999999999998"
"115020","31","31","3","","59.96","561.18"
"103848","25","25","3","","64.95","418.5300000000001"
"100087","32","32","3","3.00","67.75","542.3300000000002"
"109762","35","35","3","3.00","56.29","649.0400000000001"
"117086","36","36","3","2.33","73.83","596.8700000000001"
"115034","37","37","3","","54.07","711.4899999999999"
"115040","40","41","3","3.33","64.49000000000001","779.9800000000001"
"115041","31","31","3","3.67","68.71","600.0000000000001"
"115042","42","42","3","","66.82","783.5400000000001"
"107532","36","36","3","","40.07","633.5100000000003"
"107550","43","43","3","2.33","68.88","847.4599999999998"
"109749","45","45","3","1.33","73.89","833.4499999999997"
"101152","33","33","3","2.00","65.43","585.6700000000001"
"117484","41","41","3","","56.099999999999994","778.9399999999999"
"115072","34","34","3","4.67","57.17","611.71"
"109738","41","41","3","3.67","65.47","754.12"
"100840","30","30","3","3.67","59.3","576.8399999999997"
"115083","38","38","3","3.67","50.720000000000006","656.4399999999999"
"107601","37","38","3","5.00","50.33","661.8499999999998"
"115095","43","44","3","3.67","42.08","800.9399999999997"
"100438","35","35","3","","50.739999999999995","627.2800000000002"
"100854","42","42","3","","62.53999999999999","705.3700000000001"
"104980","37","37","3","3.00","70.55000000000001","715.84"
"107619","35","35","3","3.33","57.11","671.08"
"102532","38","38","3","2.33","64.12","742.2099999999998"
"115115","33","33","3","3.33","70.56","577.7699999999999"
"115120","37","37","3","","69.03","728.12"
"115139","42","42","3","2.67","51.44","781.1199999999999"
"115148","35","35","3","","55.69","612.3499999999998"
"109706","27","27","3","2.67","55.25","469.17"
"103869","38","38","3","","73.42","673.6500000000001"
"115172","34","34","3","","82.46000000000001","624.06"
"117096","34","34","3","3.33","44.69","620.7600000000001"
"108691","35","35","3","3.33","64.4","675.99"
"115185","42","42","3","1.33","55.25","803.26"
"101928","31","31","3","","63.88000000000001","585.8399999999999"
"117581","39","39","3","","69.36","688.7399999999998"
"115204","44","44","3","3.33","58.49","837.2499999999999"
"103882","32","32","3","","63.83","590.2399999999999"
"104925","34","34","3","3.33","60.86","657.3300000000003"
"108696","33","33","3","2.67","60.879999999999995","580.57"
"101932","43","43","3","4.67","38.91","853.32"
"107682","34","34","3","3.67","55.96","571.66"
"109155","34","34","3","2.33","60.540000000000006","629.9600000000002"
"103921","42","42","3","3.33","60.709999999999994","768.5399999999998"
"115264","38","38","3","","58.4","674.1600000000001"
"103924","33","33","3","","68.85","633.4799999999999"
"115272","37","37","3","","62.88","719.6400000000001"
"107707","37","37","3","4.00","59.28","696.5300000000001"
"115289","31","31","3","2.33","48.879999999999995","591.0200000000001"
"115294","40","40","3","3.33","74.61","766.1100000000001"
"115297","36","36","3","3.00","65.51","647.88"
"109683","35","35","3","4.33","70.47","641.0800000000002"
"109134","36","36","3","2.33","77.94","682.9099999999999"
"100299","38","38","3","","68.07","663.91"
"115311","39","39","3","","63.129999999999995","695.2800000000001"
"107734","48","48","3","3.67","60.78","947.53"
"115319","42","42","3","","60.34","806.6800000000001"
"108882","40","40","3","","63.89","746.5599999999998"
"117118","41","41","3","3.67","53.18","742.69"
"107756","35","35","3","2.00","47.52","653.3700000000001"
"108714","46","46","3","3.67","56.629999999999995","827.2"
"115351","34","34","3","","55.18000000000001","569.8"
"109660","33","33","3","2.33","45.6","616.65"
"108718","34","34","3","","56.24","616.7799999999999"
"117151","39","39","3","4.33","42.96000000000001","711.5199999999999"
"103930","33","33","3","3.33","47.949999999999996","557.6399999999999"
"103933","32","32","3","4.33","66.47","528.87"
"117498","34","34","3","","77.52000000000001","596.59"
"107768","36","36","3","","59.56","633.34"
"107771","40","40","3","","64.4","798.5500000000001"
"103937","52","52","3","2.00","75.92","953.8799999999999"
"101938","40","40","3","2.00","47.71","738.11"
"103950","51","51","3","4.33","54.17","922.0000000000001"
"100280","29","29","3","","58.81999999999999","497.88999999999993"
"107828","28","28","3","","47.59","559.3400000000001"
"115445","47","47","3","","83.42","831.2499999999999"
"115446","57","57","3","4.67","77.31","1088.05"
"115449","35","35","3","","73.00999999999999","636.62"
"102282","39","39","3","","45.22","751.6900000000002"
"117156","45","45","3","1.33","56.56","847.5500000000001"
"103965","30","30","3","4.00","59.68","550.0500000000001"
"101949","37","37","3","3.00","66.03","625.8900000000002"
"115506","39","39","3","5.00","72.25","722.0899999999998"
"104443","34","34","3","2.33","63.82000000000001","616.6200000000001"
"101950","35","36","3","2.00","65.49","668.87"
"115520","43","43","3","2.67","44.69","808.6100000000001"
"109126","36","36","3","2.00","52.79","667.19"
"115527","39","39","3","3.33","73.63","696.5"
"115529","44","44","3","3.33","60.95","820.9500000000002"
"108727","40","40","3","1.67","37.95","746.5300000000001"
"115531","38","38","3","4.33","79.36","710.3999999999999"
"115552","39","39","3","","66.91","712.47"
"115555","33","34","3","3.00","60.290000000000006","632.37"
"115557","32","32","3","4.33","56.66","508.94000000000017"
"115558","36","36","3","","68.31","634.9200000000001"
"101952","39","39","3","4.00","72.47","698.5699999999999"
"107867","40","40","3","4.00","68.38","722.99"
"104672","36","36","3","1.67","63.3","672.98"
"107876","38","38","3","","53.17","689.1700000000001"
"107879","34","34","3","3.33","50.92999999999999","648.28"
"107881","38","38","3","","65.53","754.66"
"104595","38","39","3","2.67","65.48","682.8600000000002"
"115625","38","39","3","","72.96000000000001","672.8000000000003"
"117177","38","38","3","3.00","65.17999999999999","727.19"
"100863","36","36","3","3.00","69.36","699.9399999999999"
"101140","43","43","3","","60.15","777.1499999999999"
"115641","42","42","3","","60.290000000000006","777.29"
"109652","35","35","3","","60.459999999999994","670.1800000000001"
"100220","36","36","3","4.67","50.61","631.9099999999999"
"100873","43","43","3","2.67","60.72","821.97"
"109010","36","36","3","3.33","70.34","651.0800000000002"
"100499","35","35","3","3.67","65.72","624.58"
"102508","47","47","3","3.00","70.98","917.8399999999999"
"115682","40","40","3","4.00","57.42000000000001","752.7799999999997"
"107945","31","31","3","2.67","60.84","559.4799999999999"
"115691","46","46","3","4.00","53.31","793.1"
"100875","40","40","3","3.00","64.14","726.8099999999998"
"107966","46","46","3","","75.47","806.7199999999998"
"115700","36","36","3","3.33","54.92","660.59"
"100985","46","46","3","3.33","51.05","904.45"
"115707","34","34","3","5.00","69.28999999999999","607.72"
"104038","34","34","3","3.00","74.69999999999999","599.5799999999999"
"109631","44","44","3","","61.150000000000006","865.85"
"107989","31","31","3","4.33","72.22","594.62"
"100040","27","27","3","","48.099999999999994","498.54"
"115737","31","31","3","3.00","49.95","608.32"
"104618","31","33","3","3.00","54.75999999999999","609.47"
"108001","29","29","3","1.67","58.23","552.7700000000001"
"115762","46","46","3","3.00","77.05","837.5599999999998"
"100877","40","40","3","3.67","62","759.1900000000002"
"115772","43","43","3","","57.43000000000001","805.3100000000001"
"108760","47","47","3","3.00","71.42","932.5100000000001"
"115779","34","34","3","3.33","73.86","571.7600000000001"
"115782","32","32","3","4.67","64.09","564.5500000000001"
"100879","31","31","3","4.33","62.910000000000004","561.4699999999999"
"108008","35","35","3","","77.30000000000001","653.6699999999998"
"108895","34","34","3","4.33","61.879999999999995","585.6800000000001"
"108897","32","32","3","2.33","74.08","560.1199999999998"
"108925","50","50","3","","67.11","958.5300000000001"
"109621","39","39","3","4.00","67.75","737.7900000000001"
"108023","35","35","3","2.67","50.879999999999995","674.67"
"109599","41","41","3","3.67","42.27","765.4700000000001"
"115834","38","38","3","","61.03","694.4699999999998"
"109598","35","35","3","3.00","58.95","680.9599999999999"
"104061","39","39","3","","50.55","719.3900000000001"
"109583","46","46","3","3.00","67.49000000000001","825.7"
"115867","37","37","3","","74.47","670.4799999999999"
"109576","29","29","3","2.67","62.14","501.90000000000003"
"115888","45","45","3","4.00","60.12","820.5299999999999"
"102503","30","30","3","2.33","48.56999999999999","520.11"
"115898","32","32","3","","54.599999999999994","570.0000000000001"
"115908","35","35","3","2.00","64.58","643.3699999999999"
"108069","45","45","3","3.67","61.72","848.7500000000003"
"108928","36","36","3","","69.19","632.8299999999999"
"104483","38","38","3","1.00","55.760000000000005","693.6500000000001"
"109568","49","49","3","2.00","54.660000000000004","949.22"
"115931","25","25","3","4.00","40.230000000000004","443.74"
"115944","36","36","3","","43.71","602.43"
"108085","34","34","3","4.33","47.53999999999999","622.11"
"109557","36","36","3","3.33","68.68","766.96"
"108089","34","34","3","3.00","64.78999999999999","570.3800000000001"
"109544","38","38","3","1.67","65.88000000000001","756.1400000000001"
"100889","31","31","3","3.33","73.39","550.5900000000001"
"102205","43","43","3","","72.7","866.7400000000001"
"102499","46","46","3","2.00","66.01","916.7699999999998"
"115974","36","36","3","4.00","58.480000000000004","652.33"
"104104","35","35","3","3.00","61.949999999999996","570.33"
"117542","31","31","3","2.67","46.019999999999996","544.3699999999999"
"100895","39","39","3","3.00","31.380000000000003","696.7100000000002"
"110778","46","46","3","","38.81","803.3199999999998"
"110785","41","41","3","2.00","61.24","739.8099999999997"
"108139","22","22","3","2.00","51.86","405.28"
"104852","36","36","3","1.67","49.239999999999995","705.99"
"100224","40","40","3","2.33","60.459999999999994","743.8099999999998"
"116047","23","23","3","3.33","66.5","383.8200000000001"
"105597","43","43","3","3.00","57.59","840.6099999999999"
"110813","33","33","3","2.33","54.96","630.5799999999998"
"105601","39","39","3","3.67","62.709999999999994","696.09"
"108168","38","38","3","2.00","65.32","746.2300000000001"
"110838","31","31","3","","54.660000000000004","591.25"
"102799","35","35","3","3.67","63.69","718.4300000000001"
"102813","41","41","3","","55.67999999999999","743.64"
"109512","36","36","3","3.67","68.15","616.83"
"105563","29","29","3","2.67","75.27","558.8100000000001"
"105610","38","38","3","1.67","59.79","689.2600000000002"
"108784","50","50","3","1.67","48.82","919.4899999999997"
"110723","32","32","3","2.67","59.74000000000001","579.92"
"116062","27","27","3","","59.76","424.31999999999994"
"100167","33","33","3","2.00","71.17","587.23"
"105629","31","31","3","2.33","59.980000000000004","605.7800000000001"
"105633","45","45","3","","49.9","861.8600000000001"
"101299","35","35","3","3.33","51.44","617.9899999999999"
"108177","33","33","3","3.33","60.260000000000005","588.56"
"116080","33","33","3","2.67","62.57","591.7200000000001"
"110945","38","38","3","","67.78","686.6999999999999"
"110956","33","33","3","3.33","52.47","608.46"
"105638","43","43","3","2.67","48.39","823.7600000000002"
"110960","41","42","3","1.67","56.47","781.8999999999999"
"110965","37","37","3","3.67","63.41","692.02"
"110966","40","40","3","","77.44","722.8499999999999"
"117261","25","25","3","","52.589999999999996","449.21"
"104488","29","29","3","","68.03","524.8600000000001"
"110975","33","33","3","2.67","64.84","562.9999999999999"
"110989","32","32","3","","62.41","566.1700000000001"
"111003","49","49","3","1.33","71.21","921.0000000000001"
"111006","38","38","3","1.67","49.879999999999995","710.51"
"105641","38","38","3","2.67","65.93","701.1000000000001"
"109092","43","43","3","","66.61","791.5399999999997"
"102840","35","35","3","2.00","56.2","669.52"
"105647","39","39","3","1.33","49.69","683.12"
"102842","44","44","3","","66.5","805.7800000000001"
"116096","40","40","3","","46.46","805.8999999999999"
"116099","33","33","3","","44.07","593.56"
"111045","31","31","3","","79.71","550.7099999999999"
"101302","29","30","3","5.00","49.54","553.8499999999999"
"111052","33","33","3","","46.089999999999996","649.78"
"111053","37","37","3","3.67","67.26","674.5799999999999"
"102852","39","39","3","","70.73","739.5099999999999"
"111055","37","37","3","3.00","36.480000000000004","668.3899999999999"
"111064","40","40","3","3.33","62.11","775.7699999999998"
"104491","42","42","3","","56.25","733.9599999999997"
"110721","43","43","3","3.67","53.230000000000004","833.37"
"111081","46","46","3","3.33","67.91999999999999","811.2600000000002"
"105669","37","37","3","3.33","62.72","687.3499999999999"
"108191","32","32","3","4.33","62.91","564.1200000000002"
"116114","33","33","3","2.33","64.85","583.1299999999999"
"116117","30","31","3","2.33","64.11","551.11"
