"user_id","total_rides","rides_completed","rides_canceled"
"102860","23","0","23"
"102863","32","32","0"
"102864","28","28","0"
"102865","18","0","18"
"102867","40","40","0"
"102868","35","35","0"
"102869","29","29","0"
"102870","36","36","0"
"102873","29","29","0"
"102875","32","32","0"
"102876","22","0","22"
"102878","20","0","20"
"102879","31","0","31"
"102881","28","28","0"
"102883","22","0","22"
"102884","23","0","23"
"102887","31","31","0"
"102888","29","29","0"
"102890","25","25","0"
"102891","35","35","0"
"102892","38","38","0"
"102893","37","37","0"
"102894","29","0","29"
"102895","39","39","0"
"102896","34","34","0"
"102897","31","31","0"
"102898","34","34","0"
"102900","36","36","0"
"102902","34","34","0"
"102904","40","40","0"
"102906","31","0","31"
"102907","24","0","24"
"102908","29","29","0"
"102909","20","0","20"
"102910","22","0","22"
"102911","33","33","0"
"102912","21","0","21"
"102914","39","39","0"
"102915","35","35","0"
"102917","36","36","0"
"102918","22","0","22"
"102919","23","0","23"
"102920","19","0","19"
"102923","31","31","0"
"102924","28","0","28"
"102925","27","0","27"
"102926","17","0","17"
"102927","34","34","0"
"102928","45","45","0"
"102930","35","0","35"
"102932","40","40","0"
"102933","21","0","21"
"102934","13","0","13"
"102935","22","0","22"
"102937","33","33","0"
"102938","36","36","0"
"102939","26","0","26"
"102940","36","36","0"
"102941","27","0","27"
"102943","36","36","0"
"102945","40","40","0"
"102946","34","34","0"
"102947","27","0","27"
"102950","29","0","29"
"102951","30","30","0"
"102952","24","0","24"
"102953","17","0","17"
"102954","32","0","32"
"102955","43","43","0"
"102958","35","35","0"
"102961","54","54","0"
"102962","43","43","0"
"102963","41","41","0"
"102965","39","39","0"
"102966","26","0","26"
"102967","24","0","24"
"102970","14","0","14"
"102973","25","0","25"
"102976","19","0","19"
"102977","22","0","22"
"102978","23","0","23"
"102979","33","0","33"
"102981","30","0","30"
"102982","31","31","0"
"102984","29","0","29"
"102986","22","0","22"
"102987","45","45","0"
"102988","27","27","0"
"102989","34","34","0"
"102991","39","39","0"
"102992","31","31","0"
"102994","28","28","0"
"102996","25","0","25"
"102997","25","0","25"
"102999","20","0","20"
"103000","36","36","0"
"103001","33","0","33"
"103003","22","0","22"
"103004","38","38","0"
"103005","30","30","0"
"103006","30","0","30"
"103008","28","28","0"
"103010","32","32","0"
"103011","46","46","0"
"103012","36","36","0"
"103013","29","29","0"
"103014","27","0","27"
"103015","39","39","0"
"103017","41","41","0"
"103018","22","0","22"
"103020","26","0","26"
"103021","34","34","0"
"103023","24","0","24"
"103024","28","28","0"
"103026","34","0","34"
"103027","17","0","17"
"103028","24","0","24"
"103029","35","35","0"
"103030","29","0","29"
"103032","38","38","0"
"103033","37","37","0"
"103034","23","0","23"
"103035","38","0","38"
"103038","46","46","0"
"103040","26","26","0"
"103041","43","43","0"
"103042","25","0","25"
"103045","15","0","15"
"103047","37","0","37"
"103048","25","0","25"
"103050","27","0","27"
"103051","34","34","0"
"103053","30","0","30"
"103054","42","42","0"
"103055","37","37","0"
"103058","32","32","0"
"103060","25","0","25"
"103061","30","0","30"
"103062","39","39","0"
"103063","37","37","0"
"103064","21","0","21"
"103066","37","37","0"
"103068","28","0","28"
"103069","26","0","26"
"103070","20","0","20"
"103071","37","37","0"
"103072","47","47","0"
"103073","34","0","34"
"103074","42","42","0"
"103075","38","38","0"
"103077","27","0","27"
"103078","33","33","0"
"103079","36","36","0"
"103081","30","30","0"
"103083","18","0","18"
"103084","26","0","26"
"103085","32","32","0"
"103086","41","41","0"
"103088","34","34","0"
"103090","37","37","0"
"103091","45","45","0"
"103095","34","34","0"
"103098","28","0","28"
"103099","33","33","0"
"103100","31","0","31"
"103101","35","35","0"
"103102","30","0","30"
"103103","24","0","24"
"103104","33","0","33"
"103107","30","30","0"
"103110","35","35","0"
"103111","26","0","26"
"103112","20","0","20"
"103113","41","41","0"
"103114","27","27","0"
"103115","26","26","0"
"103116","25","0","25"
"103117","29","0","29"
"103119","48","48","0"
"103120","27","0","27"
"103121","22","0","22"
"103122","26","26","0"
"103123","18","0","18"
"103124","24","0","24"
"103126","23","0","23"
"103128","32","32","0"
"103132","40","40","0"
"103133","33","0","33"
"103134","35","35","0"
"103135","37","37","0"
"103136","40","40","0"
"103138","31","31","0"
"103139","37","37","0"
"103141","30","0","30"
"103142","35","0","35"
"103143","35","35","0"
"103144","32","32","0"
"103145","39","39","0"
"103148","40","40","0"
"103152","36","36","0"
"103153","24","0","24"
"103154","33","0","33"
"103155","27","27","0"
"103156","28","0","28"
"103158","25","25","0"
"103159","24","0","24"
"103160","24","0","24"
"103162","43","43","0"
"103164","49","49","0"
"103165","28","0","28"
"103166","46","46","0"
"103169","29","29","0"
"103172","28","0","28"
"103173","19","0","19"
"103174","24","0","24"
"103175","28","0","28"
"103176","34","34","0"
"103177","36","0","36"
"103180","46","46","0"
"103181","34","34","0"
"103182","37","37","0"
"103183","24","24","0"
"103184","26","0","26"
"103185","27","0","27"
"103187","23","0","23"
"103189","35","35","0"
"103190","26","0","26"
"103191","21","0","21"
"103192","43","43","0"
"103194","29","0","29"
"103195","27","0","27"
"103196","28","0","28"
"103197","34","34","0"
"103199","26","0","26"
"103200","24","0","24"
"103203","29","0","29"
"103205","28","0","28"
"103206","33","33","0"
"103209","19","0","19"
"103210","30","30","0"
"103211","33","33","0"
"103213","34","34","0"
"103214","38","0","38"
"103217","25","0","25"
"103218","24","24","0"
"103219","26","0","26"
"103220","36","0","36"
"103221","28","0","28"
"103222","33","0","33"
"103223","41","41","0"
"103224","24","0","24"
"103225","26","0","26"
"103226","27","0","27"
"103227","23","0","23"
"103228","25","0","25"
"103229","30","30","0"
"103230","22","0","22"
"103232","39","39","0"
"103233","25","25","0"
"103238","22","0","22"
"103239","22","0","22"
"103242","23","0","23"
"103243","28","0","28"
"103244","32","0","32"
"103245","27","0","27"
"103246","26","26","0"
"103249","45","45","0"
"103251","40","40","0"
"103252","34","34","0"
"103253","40","40","0"
"103254","21","0","21"
"103255","21","0","21"
"103256","31","0","31"
"103257","25","0","25"
"103258","34","34","0"
"103259","22","0","22"
"103260","37","37","0"
"103261","23","0","23"
"103262","30","0","30"
"103265","28","0","28"
"103266","35","35","0"
"103268","28","0","28"
"103269","38","38","0"
"103270","20","0","20"
"103272","39","39","0"
"103274","29","0","29"
"103276","33","33","0"
"103277","35","35","0"
"103279","25","25","0"
"103280","31","31","0"
"103281","36","36","0"
"103282","22","0","22"
"103283","31","0","31"
"103284","43","43","0"
"103285","42","42","0"
"103287","21","0","21"
"103288","28","0","28"
"103289","19","0","19"
"103290","22","0","22"
"103291","34","34","0"
"103293","37","37","0"
"103294","28","28","0"
"103295","24","0","24"
"103296","38","38","0"
"103297","27","0","27"
"103298","32","32","0"
"103299","53","53","0"
"103300","34","0","34"
"103302","27","27","0"
"103303","31","0","31"
"103304","21","0","21"
"103307","33","33","0"
"103308","36","36","0"
"103309","29","29","0"
"103310","23","0","23"
"103311","38","38","0"
"103312","30","30","0"
"103313","32","0","32"
"103316","26","0","26"
"103317","47","47","0"
"103318","32","0","32"
"103321","21","0","21"
"103322","37","37","0"
"103323","26","0","26"
"103327","35","35","0"
"103328","27","0","27"
"103329","36","36","0"
"103331","29","0","29"
"103332","26","0","26"
"103334","39","39","0"
"103335","44","44","0"
"103339","23","0","23"
"103340","24","0","24"
"103341","33","33","0"
"103343","26","0","26"
"103345","31","31","0"
"103347","32","32","0"
"103348","32","0","32"
"103349","27","0","27"
"103350","38","38","0"
"103351","25","0","25"
"103353","43","43","0"
"103354","36","36","0"
"103357","29","29","0"
"103358","35","35","0"
"103359","33","33","0"
"103360","27","0","27"
"103361","29","0","29"
"103363","29","0","29"
"103364","25","0","25"
"103365","46","46","0"
"103366","19","0","19"
"103367","22","22","0"
"103369","26","0","26"
"103371","34","34","0"
"103372","39","39","0"
"103373","19","0","19"
"103374","37","37","0"
"103376","32","32","0"
"103377","21","0","21"
"103378","39","39","0"
"103379","32","32","0"
"103380","37","0","37"
"103381","27","0","27"
"103382","41","41","0"
"103383","36","36","0"
"103384","30","30","0"
"103385","25","0","25"
"103386","39","39","0"
"103387","39","39","0"
"103388","30","30","0"
"103389","26","0","26"
"103391","25","0","25"
"103392","26","26","0"
"103394","23","0","23"
"103395","27","0","27"
"103398","27","27","0"
"103399","21","0","21"
"103400","22","22","0"
"103402","40","40","0"
"103403","25","0","25"
"103404","39","39","0"
"103405","21","0","21"
"103406","34","0","34"
"103407","40","40","0"
"103408","36","36","0"
"103409","33","0","33"
"103411","17","0","17"
"103412","31","31","0"
"103413","41","41","0"
"103414","34","34","0"
"103416","25","0","25"
"103417","31","0","31"
"103419","21","0","21"
"103421","23","0","23"
"103422","41","41","0"
"103423","40","40","0"
"103427","33","0","33"
"103428","29","0","29"
"103429","42","42","0"
"103431","34","34","0"
"103433","28","0","28"
"103435","44","44","0"
"103436","28","28","0"
"103437","30","0","30"
"103438","26","0","26"
"103439","29","29","0"
"103440","29","0","29"
"103441","21","0","21"
"103442","24","0","24"
"103443","28","28","0"
"103445","35","35","0"
"103446","47","47","0"
"103447","45","45","0"
"103449","28","28","0"
"103450","24","0","24"
"103451","22","22","0"
"103452","32","0","32"
"103453","32","32","0"
"103455","20","0","20"
"103456","24","24","0"
"103457","43","43","0"
"103460","32","32","0"
"103462","35","35","0"
"103464","30","30","0"
"103465","30","30","0"
"103466","40","0","40"
"103467","26","0","26"
"103468","29","29","0"
"103469","34","0","34"
"103470","16","0","16"
"103473","28","0","28"
"103474","31","31","0"
"103476","22","0","22"
"103477","38","38","0"
"103478","29","0","29"
"103479","26","26","0"
"103480","33","33","0"
"103481","31","0","31"
"103483","50","50","0"
"103484","29","0","29"
"103485","34","34","0"
"103486","36","36","0"
"103487","40","0","40"
"103488","15","0","15"
"103489","47","47","0"
"103490","26","0","26"
"103491","37","37","0"
"103492","44","44","0"
"103493","34","34","0"
"103494","39","39","0"
"103495","26","0","26"
"103496","26","0","26"
"103500","19","0","19"
"103503","23","0","23"
"103504","22","0","22"
"103505","26","0","26"
"103506","28","28","0"
"103508","32","32","0"
"103509","24","0","24"
"103510","25","0","25"
"103511","28","28","0"
"103514","35","35","0"
"103517","30","0","30"
"103519","22","0","22"
"103520","37","0","37"
"103521","20","0","20"
"103522","38","38","0"
"103523","24","0","24"
"103524","15","0","15"
"103525","24","0","24"
"103526","22","0","22"
"103528","41","41","0"
"103529","32","32","0"
"103531","34","34","0"
"103532","30","30","0"
"103533","21","0","21"
"103534","46","46","0"
"103535","27","0","27"
"103537","38","38","0"
"103538","29","29","0"
"103539","27","27","0"
"103540","32","0","32"
"103543","26","0","26"
"103544","33","33","0"
"103545","32","0","32"
"103547","26","0","26"
"103548","34","34","0"
"103550","28","0","28"
"103552","26","0","26"
"103553","24","0","24"
"103555","26","26","0"
"103556","36","36","0"
"103561","25","0","25"
"103562","19","0","19"
"103563","36","36","0"
"103564","24","0","24"
"103567","39","39","0"
"103568","29","29","0"
"103569","39","39","0"
"103570","50","50","0"
"103571","32","32","0"
"103572","43","43","0"
"103573","23","0","23"
"103574","31","0","31"
"103575","26","0","26"
"103576","34","34","0"
"103577","24","0","24"
"103578","33","0","33"
"103579","28","0","28"
"103580","27","0","27"
"103581","27","0","27"
"103583","21","0","21"
"103584","25","0","25"
"103586","33","33","0"
"103587","36","0","36"
"103588","27","27","0"
"103589","36","36","0"
"103591","30","0","30"
"103592","28","0","28"
"103593","39","39","0"
"103594","30","0","30"
"103598","25","0","25"
"103602","28","0","28"
"103603","21","0","21"
"103605","23","0","23"
"103606","24","0","24"
"103607","33","0","33"
"103608","35","35","0"
"103609","33","33","0"
"103610","21","0","21"
"103612","36","0","36"
"103613","45","45","0"
"103614","37","37","0"
"103615","31","0","31"
"103616","28","28","0"
"103617","22","0","22"
"103618","25","0","25"
"103620","34","34","0"
"103621","34","0","34"
"103622","27","0","27"
"103623","33","33","0"
"103624","31","31","0"
"103627","27","0","27"
"103628","19","0","19"
"103629","28","28","0"
"103630","41","41","0"
"103631","35","35","0"
"103633","21","0","21"
"103642","33","0","33"
"103643","24","0","24"
"103647","34","0","34"
"103648","46","46","0"
"103649","22","0","22"
"103650","39","39","0"
"103651","32","0","32"
"103652","18","0","18"
"103653","35","35","0"
"103655","32","32","0"
"103656","23","0","23"
"103657","34","0","34"
"103658","35","35","0"
"103659","34","0","34"
"103660","50","50","0"
"103662","30","30","0"
"103663","21","0","21"
"103664","29","29","0"
"103666","33","33","0"
"103667","38","38","0"
"103668","45","45","0"
"103669","39","39","0"
"103670","39","39","0"
"103672","25","25","0"
"103673","24","0","24"
"103674","37","0","37"
"103675","20","0","20"
"103676","44","44","0"
"103678","34","34","0"
"103679","39","39","0"
"103680","36","36","0"
"103681","27","0","27"
"103682","35","35","0"
"103684","40","40","0"
"103685","28","28","0"
"103687","23","0","23"
"103690","41","41","0"
"103692","30","0","30"
"103693","31","31","0"
"103694","32","32","0"
"103695","32","32","0"
"103696","45","45","0"
"103697","32","32","0"
"103700","22","0","22"
"103702","20","0","20"
"103703","29","29","0"
"103704","35","35","0"
"103706","26","0","26"
"103707","33","0","33"
"103708","33","33","0"
"103709","44","44","0"
"103710","22","0","22"
"103712","33","33","0"
"103714","39","39","0"
"103715","31","0","31"
"103716","35","35","0"
"103721","24","0","24"
"103722","25","0","25"
"103723","47","47","0"
"103724","31","31","0"
"103726","45","45","0"
"103727","24","0","24"
"103728","28","0","28"
"103729","42","42","0"
"103731","22","0","22"
"103736","37","37","0"
"103737","38","38","0"
"103738","20","0","20"
"103739","23","0","23"
"103740","35","35","0"
"103741","23","0","23"
"103742","36","36","0"
"103744","23","0","23"
"103746","34","34","0"
"103747","27","27","0"
"103754","37","37","0"
"103755","32","0","32"
"103756","15","0","15"
"103757","21","0","21"
"103758","30","30","0"
"103761","28","0","28"
"103762","36","36","0"
"103763","40","40","0"
"103764","24","24","0"
"103765","37","37","0"
"103770","41","41","0"
"103771","41","41","0"
"103773","19","0","19"
"103775","27","0","27"
"103776","33","33","0"
"103777","38","38","0"
"103778","32","0","32"
"103779","30","0","30"
"103781","31","0","31"
"103782","38","38","0"
"103783","32","32","0"
"103784","24","0","24"
"103787","39","39","0"
"103788","37","37","0"
"103789","28","0","28"
"103790","32","0","32"
"103791","36","0","36"
"103792","35","35","0"
"103793","41","41","0"
"103794","33","33","0"
"103795","27","0","27"
"103796","39","39","0"
"103797","38","38","0"
"103798","45","45","0"
"103799","32","32","0"
"103800","24","0","24"
"103801","31","31","0"
"103804","49","49","0"
"103806","41","41","0"
"103808","29","0","29"
"103809","38","38","0"
"103810","39","39","0"
"103811","29","0","29"
"103812","32","32","0"
"103814","27","0","27"
"103815","34","34","0"
"103817","18","0","18"
"103818","21","0","21"
"103820","41","41","0"
"103821","32","0","32"
"103822","32","32","0"
"103823","29","29","0"
"103826","27","0","27"
"103827","38","38","0"
"103828","29","0","29"
"103829","27","27","0"
"103830","43","43","0"
"103831","41","41","0"
"103832","31","31","0"
"103833","47","47","0"
"103834","28","28","0"
"103836","29","0","29"
"103837","31","0","31"
"103839","27","27","0"
"103840","26","0","26"
"103841","29","0","29"
"103842","41","0","41"
"103843","30","0","30"
"103844","34","34","0"
"103846","31","0","31"
"103847","27","0","27"
"103848","25","25","0"
"103849","27","0","27"
"103851","36","36","0"
"103852","30","0","30"
"103853","27","0","27"
"103855","44","44","0"
"103856","29","0","29"
"103857","32","32","0"
"103858","32","32","0"
"103859","40","40","0"
"103863","38","38","0"
"103864","43","43","0"
"103865","36","36","0"
"103866","30","0","30"
"103867","26","0","26"
"103868","27","0","27"
"103869","38","38","0"
"103870","25","0","25"
"103871","32","32","0"
"103872","27","27","0"
"103877","20","0","20"
"103878","21","0","21"
"103879","43","43","0"
"103880","36","0","36"
"103881","29","0","29"
"103882","32","32","0"
"103883","28","0","28"
"103885","49","49","0"
"103886","18","0","18"
"103890","28","0","28"
"103891","35","0","35"
"103892","35","0","35"
"103894","33","33","0"
"103897","38","38","0"
"103898","26","0","26"
"103901","32","32","0"
"103903","34","0","34"
"103904","46","46","0"
"103905","20","0","20"
"103906","29","29","0"
"103908","26","0","26"
"103911","30","0","30"
"103912","41","41","0"
"103915","32","0","32"
"103916","21","0","21"
"103918","25","0","25"
"103919","27","0","27"
"103921","42","42","0"
"103922","46","46","0"
"103923","34","0","34"
"103924","33","33","0"
"103925","26","0","26"
"103926","25","0","25"
"103928","35","0","35"
"103929","46","46","0"
"103930","33","33","0"
"103931","28","0","28"
"103932","31","0","31"
"103933","32","32","0"
"103934","27","0","27"
"103935","25","25","0"
"103937","52","52","0"
"103939","32","32","0"
"103940","22","0","22"
"103942","30","0","30"
"103943","24","0","24"
"103944","26","26","0"
"103945","37","37","0"
"103946","33","33","0"
"103947","13","0","13"
"103948","31","31","0"
"103949","39","39","0"
"103950","51","51","0"
"103951","21","0","21"
"103952","24","0","24"
"103954","37","37","0"
"103955","35","35","0"
"103956","35","0","35"
"103958","27","27","0"
"103960","24","0","24"
"103961","34","34","0"
"103962","26","0","26"
"103964","22","0","22"
"103965","30","30","0"
"103966","36","36","0"
"103968","36","36","0"
"103969","32","32","0"
"103972","30","0","30"
"103973","28","28","0"
"103974","38","38","0"
"103975","31","0","31"
"103976","33","33","0"
"103977","32","32","0"
"103978","26","0","26"
"103979","25","0","25"
"103980","19","0","19"
"103981","27","0","27"
"103983","25","0","25"
"103984","26","0","26"
"103985","24","24","0"
"103987","42","42","0"
"103990","25","0","25"
"103991","33","33","0"
"103996","24","0","24"
"103998","40","40","0"
"103999","29","29","0"
"104000","33","33","0"
"104001","30","0","30"
"104002","23","0","23"
"104005","25","0","25"
"104006","36","36","0"
"104008","25","0","25"
"104009","27","0","27"
"104010","39","39","0"
"104011","35","35","0"
"104013","30","0","30"
"104014","21","21","0"
"104015","33","33","0"
"104016","18","0","18"
"104017","42","42","0"
"104018","38","38","0"
"104019","24","0","24"
"104020","22","0","22"
"104021","18","0","18"
"104023","19","0","19"
"104024","34","34","0"
"104026","38","38","0"
"104029","25","0","25"
"104030","23","0","23"
"104032","17","0","17"
"104034","28","28","0"
"104038","34","34","0"
"104039","18","0","18"
"104040","37","37","0"
"104041","31","0","31"
"104042","34","34","0"
"104043","41","0","41"
"104044","28","0","28"
"104046","26","0","26"
"104047","28","0","28"
"104048","27","0","27"
"104049","39","39","0"
"104050","26","26","0"
"104052","31","31","0"
"104054","28","0","28"
"104056","34","34","0"
"104057","47","47","0"
"104058","32","0","32"
"104060","26","0","26"
"104061","39","39","0"
"104062","25","0","25"
"104063","31","31","0"
"104064","37","0","37"
"104066","23","0","23"
"104067","33","33","0"
"104069","46","46","0"
"104070","20","0","20"
"104071","38","38","0"
"104073","22","22","0"
"104074","36","0","36"
"104075","33","0","33"
"104078","30","0","30"
"104079","41","41","0"
"104081","27","0","27"
"104083","43","43","0"
"104086","29","0","29"
"104087","19","0","19"
"104089","34","34","0"
"104091","30","30","0"
"104092","43","43","0"
"104093","32","32","0"
"104094","29","0","29"
"104095","28","0","28"
"104096","39","39","0"
"104098","35","35","0"
"104099","22","0","22"
"104100","45","45","0"
"104101","29","0","29"
"104104","35","35","0"
"104105","24","0","24"
"104107","29","0","29"
"104108","24","0","24"
"104109","51","51","0"
"104110","32","0","32"
"104112","19","19","0"
"104114","35","35","0"
"104115","20","0","20"
"104116","27","0","27"
"104117","46","46","0"
"104118","37","37","0"
"104119","35","0","35"
"104120","30","30","0"
"104121","32","32","0"
"104124","31","31","0"
"104125","39","39","0"
"104126","22","0","22"
"104128","29","0","29"
"104129","30","0","30"
"104130","31","0","31"
"104131","22","0","22"
"104132","24","0","24"
"104133","24","0","24"
"104135","38","38","0"
"104136","34","0","34"
"104139","27","27","0"
"104140","36","36","0"
"104142","29","0","29"
"104143","23","0","23"
"104144","35","35","0"
"104146","21","0","21"
"104147","24","0","24"
"104148","24","0","24"
"104150","26","0","26"
"104151","24","0","24"
"104152","21","0","21"
"104153","23","0","23"
"104154","27","27","0"
"104156","27","27","0"
"104157","20","0","20"
"104158","22","0","22"
"104160","34","34","0"
"104161","27","0","27"
"104162","40","40","0"
"104163","17","0","17"
"104165","40","40","0"
"104168","20","0","20"
"104169","39","39","0"
"104172","39","39","0"
"104173","35","35","0"
"104174","32","0","32"
"104176","36","36","0"
"104178","37","37","0"
"104179","38","38","0"
"104180","35","35","0"
"104181","37","37","0"
"104183","41","41","0"
"104184","33","33","0"
"104185","46","46","0"
"104187","37","37","0"
"104189","19","0","19"
"104191","27","0","27"
"104192","39","39","0"
"104193","29","29","0"
"104194","19","0","19"
"104195","31","31","0"
"104196","33","0","33"
"104197","43","43","0"
"104198","34","0","34"
"104201","28","0","28"
"104203","41","41","0"
"104204","37","37","0"
"104205","37","37","0"
"104206","31","31","0"
"104207","28","0","28"
"104208","44","44","0"
"104209","38","38","0"
"104210","28","28","0"
"104211","31","0","31"
"104212","29","29","0"
"104214","32","0","32"
"104215","37","37","0"
"104216","26","0","26"
"104218","37","37","0"
"104219","26","26","0"
"104220","22","0","22"
"104221","30","30","0"
"104224","38","38","0"
"104226","24","0","24"
"104227","20","0","20"
"104230","28","0","28"
"104233","33","0","33"
"104234","26","0","26"
"104235","34","34","0"
"104236","30","0","30"
"104237","27","0","27"
"104238","34","34","0"
"104239","28","0","28"
"104241","42","42","0"
"104242","30","30","0"
"104243","34","0","34"
"104244","22","0","22"
"104245","35","35","0"
"104246","32","32","0"
"104247","29","29","0"
"104248","28","0","28"
"104249","20","0","20"
"104250","44","44","0"
"104251","46","46","0"
"104252","38","38","0"
"104253","29","0","29"
"104254","34","34","0"
"104256","33","33","0"
"104257","23","0","23"
"104258","32","32","0"
"104259","32","32","0"
"104262","22","0","22"
"104264","36","0","36"
"104266","26","0","26"
"104267","42","42","0"
"104268","37","37","0"
"104269","33","0","33"
"104270","24","0","24"
"104274","24","0","24"
"104276","25","0","25"
"104277","26","26","0"
"104278","19","0","19"
"104279","34","0","34"
"104280","45","45","0"
"104281","36","36","0"
"104282","16","0","16"
"104283","26","0","26"
"104287","19","0","19"
"104288","21","0","21"
"104290","34","0","34"
"104291","29","29","0"
"104292","24","0","24"
"104293","36","36","0"
"104295","34","0","34"
"104296","28","0","28"
"104298","26","26","0"
"104299","30","30","0"
"104300","45","45","0"
"104301","23","0","23"
"104302","30","30","0"
"104303","37","37","0"
"104304","36","36","0"
"104306","22","0","22"
"104308","37","37","0"
"104311","23","0","23"
"104312","35","35","0"
"104314","21","0","21"
"104315","23","0","23"
"104317","37","37","0"
"104318","24","0","24"
"104319","37","37","0"
"104320","29","29","0"
"104321","26","0","26"
"104323","32","0","32"
"104324","33","0","33"
"104326","27","0","27"
"104328","25","0","25"
"104330","21","0","21"
"104331","29","0","29"
"104333","23","0","23"
"104334","28","0","28"
"104335","34","34","0"
"104338","22","0","22"
"104339","29","29","0"
"104340","21","0","21"
"104341","27","0","27"
"104342","28","0","28"
"104343","35","35","0"
"104345","37","37","0"
"104346","54","54","0"
"104347","31","0","31"
"104351","25","0","25"
"104352","24","0","24"
"104353","40","40","0"
"104355","32","0","32"
"104356","33","33","0"
"104357","40","40","0"
"104359","36","36","0"
"104360","33","0","33"
"104361","41","41","0"
"104363","26","0","26"
"104367","31","31","0"
"104373","31","0","31"
"104374","23","0","23"
"104375","23","0","23"
"104376","21","0","21"
"104379","22","0","22"
"104381","25","0","25"
"104383","31","0","31"
"104384","28","0","28"
"104386","34","0","34"
"104387","41","41","0"
"104388","38","38","0"
"104390","43","43","0"
"104392","29","29","0"
"104393","32","0","32"
"104394","30","0","30"
"104395","39","39","0"
"104396","22","0","22"
"104399","57","57","0"
"104400","24","24","0"
"104401","21","0","21"
"104402","32","32","0"
"104405","39","39","0"
"104406","27","0","27"
"104409","25","0","25"
"104410","26","0","26"
"104411","24","24","0"
"104412","29","0","29"
"104414","46","46","0"
"104415","20","0","20"
"104416","35","35","0"
"104417","24","0","24"
"104418","32","32","0"
"104419","30","30","0"
"104420","24","0","24"
"104421","27","0","27"
"104422","28","28","0"
"104424","35","35","0"
"104425","40","40","0"
"104426","40","0","40"
"104427","29","0","29"
"104428","24","0","24"
"104430","36","36","0"
"104431","23","0","23"
"104432","30","0","30"
"104433","17","0","17"
"104436","30","0","30"
"104437","16","0","16"
"104439","29","0","29"
"104440","32","0","32"
"104441","25","0","25"
"104442","19","0","19"
"104443","34","34","0"
"104445","47","47","0"
"104446","26","0","26"
"104447","27","0","27"
"104448","23","0","23"
"104449","20","0","20"
"104450","21","0","21"
"104451","29","0","29"
"104453","38","38","0"
"104454","25","0","25"
"104455","19","0","19"
"104456","23","0","23"
"104457","24","24","0"
"104459","33","0","33"
"104461","35","35","0"
"104462","22","0","22"
"104463","42","42","0"
"104464","36","36","0"
"104465","19","0","19"
"104468","20","0","20"
"104474","23","0","23"
"104475","36","0","36"
"104476","46","46","0"
"104477","33","33","0"
"104482","29","29","0"
"104483","38","38","0"
"104484","36","36","0"
"104486","25","0","25"
"104488","29","29","0"
"104489","16","0","16"
"104490","24","0","24"
"104491","42","42","0"
"104492","34","34","0"
"104493","30","0","30"
"104494","36","36","0"
"104495","35","35","0"
"104496","25","0","25"
"104499","27","0","27"
"104500","39","0","39"
"104501","24","0","24"
"104503","41","41","0"
"104505","28","0","28"
"104506","24","24","0"
"104507","38","38","0"
"104508","27","27","0"
"104509","31","0","31"
"104510","32","32","0"
"104511","37","37","0"
"104512","17","0","17"
"104514","30","0","30"
"104515","26","0","26"
"104516","48","48","0"
"104519","19","0","19"
"104520","37","0","37"
"104522","29","0","29"
"104523","29","29","0"
"104524","28","0","28"
"104526","28","28","0"
"104527","24","24","0"
"104528","43","43","0"
"104529","33","33","0"
"104531","29","29","0"
"104532","32","0","32"
"104533","37","37","0"
"104534","33","33","0"
"104535","26","0","26"
"104538","32","0","32"
"104539","26","0","26"
"104541","43","43","0"
"104544","18","0","18"
"104546","36","36","0"
"104548","34","0","34"
"104550","34","0","34"
"104551","22","0","22"
"104553","36","36","0"
"104555","24","24","0"
"104557","39","39","0"
"104558","27","27","0"
"104559","36","36","0"
"104560","41","41","0"
"104562","35","0","35"
"104563","28","0","28"
"104565","35","35","0"
"104566","31","0","31"
"104567","32","32","0"
"104568","40","40","0"
"104569","33","33","0"
"104570","39","39","0"
"104571","30","30","0"
"104572","24","0","24"
"104574","30","0","30"
"104575","23","0","23"
"104577","25","0","25"
"104579","17","0","17"
"104581","32","0","32"
"104583","34","34","0"
"104584","24","0","24"
"104585","35","35","0"
"104586","34","34","0"
"104588","30","0","30"
"104589","18","0","18"
"104590","31","31","0"
"104591","41","41","0"
"104593","32","32","0"
"104594","34","34","0"
"104595","39","39","0"
"104597","23","0","23"
"104598","36","36","0"
"104599","28","0","28"
"104600","27","0","27"
"104602","26","0","26"
"104603","28","0","28"
"104604","25","0","25"
"104605","24","0","24"
"104606","21","21","0"
"104608","25","0","25"
"104609","28","0","28"
"104611","33","0","33"
"104613","39","39","0"
"104614","29","29","0"
"104615","29","0","29"
"104616","48","48","0"
"104617","26","26","0"
"104618","33","33","0"
"104621","28","28","0"
"104623","44","44","0"
"104624","34","34","0"
"104626","44","44","0"
"104627","16","0","16"
"104628","30","30","0"
"104629","23","0","23"
"104630","36","36","0"
"104631","42","42","0"
"104633","31","0","31"
"104634","20","0","20"
"104635","35","35","0"
"104636","28","0","28"
"104637","32","32","0"
"104642","41","41","0"
"104643","26","0","26"
"104644","29","0","29"
"104648","19","0","19"
"104650","20","0","20"
"104651","23","0","23"
"104652","32","0","32"
"104653","34","34","0"
"104655","33","33","0"
"104656","37","0","37"
"104658","44","44","0"
"104660","23","0","23"
"104661","25","0","25"
"104662","38","38","0"
"104663","44","44","0"
"104664","20","0","20"
"104665","27","0","27"
"104666","25","0","25"
"104667","20","0","20"
"104668","23","0","23"
