"driver_id","total_rides","total_users","rides_completed","rides_canceled","reviews","avg_ratings"
"109010","12","12","10","2","8","3.47"
"109039","16","16","14","2","10","3.47"
"109344","15","15","14","1","11","3.47"
"109920","14","14","13","1","11","3.47"
"109957","19","19","18","1","11","3.47"
"110131","10","10","8","2","8","3.47"
"110484","13","13","10","3","9","3.47"
"110533","16","16","14","2","8","3.47"
"110865","14","14","12","2","7","3.47"
"110906","20","20","18","2","14","3.47"
"111073","18","18","16","2","10","3.47"
"112182","19","19","17","2","12","3.47"
"112490","17","17","13","4","9","3.47"
"112574","16","16","15","1","10","3.47"
"112747","11","11","10","1","7","3.47"
"112879","15","15","13","2","7","3.47"
"112898","15","15","14","1","9","3.47"
"112964","18","18","14","4","8","3.47"
"113164","15","15","13","2","10","3.47"
"113241","14","14","11","3","9","3.47"
"113315","16","16","14","2","9","3.47"
"113394","17","17","15","2","9","3.47"
"114029","17","17","15","2","10","3.47"
"114611","18","18","18","0","11","3.47"
"114776","10","10","9","1","7","3.47"
"115130","11","11","10","1","7","3.47"
"115184","15","15","12","3","7","3.47"
"115599","13","13","12","1","9","3.47"
"115657","16","16","14","2","10","3.47"
"116156","19","19","15","4","12","3.47"
"116659","14","14","12","2","10","3.47"
"117063","18","18","18","0","14","3.47"
"100160","14","14","14","0","12","3.46"
"101411","17","17","16","1","14","3.46"
"102055","17","17","13","4","9","3.46"
"103251","15","15","13","2","10","3.46"
"103955","14","14","13","1","11","3.46"
"104220","18","18","16","2","11","3.46"
"104242","19","19","17","2","13","3.46"
"104664","12","12","12","0","11","3.46"
"104901","15","15","15","0","13","3.46"
"105098","17","17","17","0","11","3.46"
"105587","13","13","12","1","10","3.46"
"106955","15","15","14","1","10","3.46"
"107929","12","12","12","0","7","3.46"
"107940","18","18","17","1","11","3.46"
"108400","13","13","12","1","9","3.46"
"108635","15","15","13","2","10","3.46"
"110309","20","20","19","1","16","3.46"
"110480","17","17","14","3","12","3.46"
"110594","16","16","16","0","11","3.46"
"111004","14","14","14","0","12","3.46"
"111336","18","18","17","1","12","3.46"
"111385","19","19","17","2","13","3.46"
"111545","16","16","16","0","12","3.46"
"111760","15","15","12","3","7","3.46"
"113125","23","23","23","0","16","3.46"
"113789","19","19","17","2","11","3.46"
"113798","15","15","15","0","10","3.46"
"114854","17","17","15","2","13","3.46"
"115140","18","18","16","2","12","3.46"
"115220","17","17","15","2","11","3.46"
"115818","19","19","17","2","11","3.46"
"116587","17","17","16","1","14","3.46"
"116888","20","20","16","4","12","3.46"
"117190","13","13","11","2","9","3.46"
"100363","16","16","15","1","12","3.45"
"100441","16","16","12","4","10","3.45"
"100461","18","18","14","4","9","3.45"
"100800","12","12","11","1","8","3.45"
"100965","18","18","17","1","12","3.45"
"102194","15","15","14","1","13","3.45"
"102795","21","21","20","1","13","3.45"
"103086","15","15","14","1","9","3.45"
"103407","16","16","15","1","11","3.45"
"103461","24","24","23","1","14","3.45"
"103610","15","15","14","1","10","3.45"
"104067","14","14","13","1","11","3.45"
"104236","14","14","13","1","10","3.45"
"104811","14","14","13","1","11","3.45"
"105287","14","14","13","1","10","3.45"
"107024","13","13","11","2","8","3.45"
"107123","12","12","12","0","9","3.45"
"107455","17","17","17","0","11","3.45"
"107471","13","13","13","0","11","3.45"
"107576","10","10","9","1","9","3.45"
"107699","13","13","13","0","10","3.45"
"107783","21","21","20","1","14","3.45"
"108010","19","19","17","2","10","3.45"
"108092","20","20","15","5","12","3.45"
"108365","20","20","20","0","13","3.45"
"108387","14","14","14","0","10","3.45"
"109247","19","19","19","0","15","3.45"
"109670","17","17","15","2","10","3.45"
"110176","23","23","21","2","12","3.45"
"110611","12","12","12","0","9","3.45"
"110662","18","18","17","1","10","3.45"
"110799","9","8","8","1","8","3.45"
"110812","13","13","13","0","9","3.45"
"110908","16","16","16","0","10","3.45"
"111440","20","20","20","0","11","3.45"
"111500","21","21","21","0","13","3.45"
"112360","17","17","16","1","10","3.45"
"113342","18","18","14","4","9","3.45"
"114370","21","21","19","2","13","3.45"
"114433","11","11","9","2","8","3.45"
"114467","15","15","13","2","10","3.45"
"114561","14","14","13","1","11","3.45"
"115004","14","14","13","1","9","3.45"
"115169","18","18","17","1","12","3.45"
"115187","17","17","15","2","8","3.45"
"115247","15","15","15","0","11","3.45"
"115764","16","16","15","1","9","3.45"
"115872","11","11","10","1","8","3.45"
"115912","17","17","17","0","11","3.45"
"116922","17","17","15","2","9","3.45"
"117285","11","11","9","2","8","3.45"
"117547","13","13","13","0","10","3.45"
"100451","17","17","14","3","9","3.44"
"100544","16","16","14","2","9","3.44"
"100738","14","14","13","1","10","3.44"
"101160","13","13","13","0","9","3.44"
"101167","18","18","16","2","11","3.44"
"101368","16","16","14","2","11","3.44"
"101868","9","9","6","3","5","3.44"
"101934","20","20","18","2","13","3.44"
"102122","18","18","15","3","9","3.44"
"102175","11","11","11","0","9","3.44"
"102212","18","18","16","2","12","3.44"
"102476","19","19","15","4","11","3.44"
"103928","17","17","16","1","10","3.44"
"104093","13","13","13","0","8","3.44"
"105070","15","15","11","4","9","3.44"
"105171","17","17","15","2","11","3.44"
"105523","18","18","13","5","10","3.44"
"105541","17","17","16","1","11","3.44"
"105566","13","13","11","2","10","3.44"
"106104","19","19","17","2","12","3.44"
"106152","19","19","16","3","11","3.44"
"106216","13","13","11","2","8","3.44"
"106543","24","24","17","7","13","3.44"
"107153","15","15","15","0","11","3.44"
"107274","17","17","17","0","14","3.44"
"108671","15","15","15","0","11","3.44"
"109061","12","12","11","1","7","3.44"
"109184","16","16","14","2","5","3.44"
"109191","19","19","19","0","13","3.44"
"109492","18","18","13","5","9","3.44"
"109694","21","21","18","3","17","3.44"
"109781","9","9","8","1","6","3.44"
"110023","20","20","20","0","16","3.44"
"110432","22","22","19","3","13","3.44"
"111103","19","19","18","1","15","3.44"
"112172","16","15","15","1","11","3.44"
"112237","17","17","15","2","11","3.44"
"112289","16","16","16","0","11","3.44"
"113424","15","15","15","0","12","3.44"
"113612","11","11","11","0","9","3.44"
"113721","18","18","15","3","9","3.44"
"113935","19","19","14","5","11","3.44"
"114147","11","11","10","1","9","3.44"
"114176","11","11","11","0","5","3.44"
"114186","16","16","14","2","12","3.44"
"114189","20","20","18","2","11","3.44"
"114364","16","16","13","3","11","3.44"
"114627","14","14","13","1","10","3.44"
"114760","14","14","13","1","6","3.44"
"115052","12","12","10","2","8","3.44"
"115893","8","8","6","2","5","3.44"
"115906","18","18","17","1","11","3.44"
"116060","17","17","17","0","12","3.44"
"116911","19","19","15","4","9","3.44"
"117587","14","14","13","1","10","3.44"
"100002","16","16","16","0","12","3.43"
"100052","14","14","12","2","7","3.43"
"100177","10","10","10","0","9","3.43"
"100193","17","17","15","2","8","3.43"
"100262","14","14","14","0","12","3.43"
"100330","13","13","11","2","8","3.43"
"100546","18","18","16","2","11","3.43"
"100572","18","18","16","2","8","3.43"
"100591","15","15","13","2","8","3.43"
"100633","12","12","10","2","7","3.43"
"100726","20","20","17","3","11","3.43"
"101046","13","13","13","0","10","3.43"
"101165","14","14","13","1","8","3.43"
"101499","21","21","18","3","14","3.43"
"101824","19","19","16","3","11","3.43"
"101905","18","18","17","1","14","3.43"
"101975","17","17","17","0","11","3.43"
"102108","15","15","13","2","7","3.43"
"102203","13","13","11","2","9","3.43"
"102577","14","14","14","0","10","3.43"
"102871","16","16","14","2","8","3.43"
"102933","13","13","11","2","8","3.43"
"103222","14","14","10","4","8","3.43"
"103277","18","18","18","0","13","3.43"
"103302","15","15","14","1","12","3.43"
"103330","14","14","13","1","10","3.43"
"103418","11","10","11","0","10","3.43"
"103490","19","19","17","2","12","3.43"
"103609","14","14","13","1","10","3.43"
"103900","12","12","12","0","9","3.43"
"103935","15","15","15","0","9","3.43"
"105097","12","12","8","4","8","3.43"
"105397","15","15","14","1","11","3.43"
"105404","15","15","14","1","11","3.43"
"105563","21","21","18","3","10","3.43"
"105640","22","22","20","2","13","3.43"
"105894","12","12","12","0","8","3.43"
"105971","13","13","12","1","12","3.43"
"106223","20","20","20","0","16","3.43"
"106325","15","15","15","0","11","3.43"
"106439","12","12","12","0","7","3.43"
"106693","15","15","15","0","7","3.43"
"106807","18","18","14","4","9","3.43"
"106826","15","15","11","4","9","3.43"
"106910","11","11","9","2","7","3.43"
"107045","18","18","14","4","9","3.43"
"107168","16","15","16","0","14","3.43"
"107184","17","17","16","1","11","3.43"
"107225","14","14","12","2","11","3.43"
"107575","16","16","16","0","10","3.43"
"107662","14","14","13","1","9","3.43"
"107684","11","11","11","0","10","3.43"
"108174","19","19","15","4","14","3.43"
"108511","20","20","15","5","15","3.43"
"108576","8","8","7","1","7","3.43"
"108767","22","22","20","2","14","3.43"
"108907","15","15","14","1","10","3.43"
"109090","16","16","14","2","12","3.43"
"109307","13","13","13","0","11","3.43"
"109340","19","19","18","1","12","3.43"
"109636","18","18","16","2","12","3.43"
"109801","13","13","12","1","10","3.43"
"109884","10","10","10","0","9","3.43"
"109988","16","16","15","1","8","3.43"
"109995","17","17","13","4","9","3.43"
"110026","17","17","14","3","9","3.43"
"110034","17","17","15","2","10","3.43"
"110065","15","15","13","2","9","3.43"
"110121","15","15","13","2","11","3.43"
"110154","13","13","11","2","8","3.43"
"110313","20","20","17","3","14","3.43"
"110364","12","12","10","2","8","3.43"
"110486","21","21","16","5","10","3.43"
"110561","19","19","17","2","11","3.43"
"110708","14","14","13","1","11","3.43"
"110765","17","17","16","1","10","3.43"
"111326","15","15","15","0","12","3.43"
"111580","15","15","13","2","8","3.43"
"111834","13","13","12","1","9","3.43"
"112138","10","10","8","2","8","3.43"
"112205","21","21","21","0","14","3.43"
"112249","10","10","10","0","9","3.43"
"112562","11","11","9","2","8","3.43"
"112684","11","11","10","1","8","3.43"
"112751","19","19","19","0","13","3.43"
"112804","15","15","15","0","10","3.43"
"112828","13","13","12","1","7","3.43"
"112966","17","17","16","1","12","3.43"
"113176","13","13","12","1","10","3.43"
"113177","17","17","15","2","9","3.43"
"113360","15","15","14","1","9","3.43"
"113582","14","14","14","0","11","3.43"
"113609","14","14","12","2","8","3.43"
"113990","18","18","17","1","12","3.43"
"114094","8","8","8","0","8","3.43"
"114464","12","12","12","0","7","3.43"
"114595","14","14","13","1","10","3.43"
"114721","21","21","18","3","11","3.43"
"114863","15","15","11","4","7","3.43"
"114864","13","13","12","1","9","3.43"
"115277","12","12","11","1","8","3.43"
"115487","15","15","15","0","11","3.43"
"116114","11","11","11","0","8","3.43"
"116337","15","15","14","1","9","3.43"
"116433","14","14","12","2","10","3.43"
"116589","15","15","14","1","9","3.43"
"116875","13","13","11","2","9","3.43"
"117215","17","17","15","2","10","3.43"
"117277","13","13","13","0","10","3.43"
"117332","12","12","12","0","9","3.43"
"100020","11","11","11","0","7","3.42"
"100080","14","14","10","4","7","3.42"
"100357","13","13","10","3","7","3.42"
"100384","19","19","17","2","9","3.42"
"100414","12","12","12","0","11","3.42"
"100421","15","15","11","4","9","3.42"
"100454","22","22","19","3","13","3.42"
"100632","18","18","15","3","11","3.42"
"100643","12","12","11","1","9","3.42"
"100789","14","14","14","0","8","3.42"
"100830","14","14","14","0","10","3.42"
"100961","16","16","12","4","9","3.42"
"101038","14","14","13","1","7","3.42"
"101141","10","10","10","0","7","3.42"
"101159","12","12","12","0","9","3.42"
"101305","21","21","18","3","10","3.42"
"101526","18","18","16","2","10","3.42"
"101746","15","15","14","1","13","3.42"
"101891","14","14","14","0","13","3.42"
"102031","12","12","11","1","8","3.42"
"102195","14","14","12","2","8","3.42"
"102475","16","16","15","1","11","3.42"
"103243","13","13","10","3","9","3.42"
"103248","15","15","12","3","9","3.42"
"103494","15","15","12","3","8","3.42"
"103583","13","13","13","0","8","3.42"
"103876","16","16","13","3","8","3.42"
"104074","17","17","17","0","11","3.42"
"104115","18","18","16","2","10","3.42"
"104179","14","14","11","3","10","3.42"
"104418","15","15","12","3","10","3.42"
"104433","17","17","14","3","9","3.42"
"104478","8","8","8","0","7","3.42"
"104746","17","17","13","4","11","3.42"
"104842","18","18","16","2","12","3.42"
"105268","12","12","11","1","7","3.42"
"105291","23","23","18","5","15","3.42"
"105507","13","13","9","4","7","3.42"
"105532","11","11","10","1","7","3.42"
"105561","15","15","11","4","9","3.42"
"105593","14","14","13","1","9","3.42"
"105664","9","9","9","0","7","3.42"
"105914","16","16","14","2","11","3.42"
"106025","16","16","14","2","10","3.42"
"106110","18","18","15","3","10","3.42"
"106164","17","17","16","1","10","3.42"
"106377","11","11","9","2","7","3.42"
"106643","15","15","11","4","9","3.42"
"106716","18","18","16","2","14","3.42"
"106722","12","12","11","1","8","3.42"
"106941","10","10","7","3","7","3.42"
"107042","14","14","13","1","8","3.42"
"107068","12","12","12","0","12","3.42"
"107234","16","16","14","2","11","3.42"
"107270","19","19","15","4","10","3.42"
"107321","18","18","16","2","10","3.42"
"107335","16","16","13","3","9","3.42"
"107535","13","13","11","2","7","3.42"
"107778","12","12","12","0","8","3.42"
"108044","18","18","18","0","13","3.42"
"108062","14","14","10","4","8","3.42"
"108072","15","15","10","5","9","3.42"
"108118","12","12","10","2","7","3.42"
"108234","11","11","10","1","10","3.42"
"108860","12","12","10","2","6","3.42"
"108906","15","15","15","0","10","3.42"
"109109","12","12","10","2","7","3.42"
"109160","16","16","16","0","12","3.42"
"109369","13","13","12","1","8","3.42"
"109395","11","11","10","1","8","3.42"
"109439","9","9","8","1","7","3.42"
"109666","15","15","12","3","7","3.42"
"109715","10","10","10","0","7","3.42"
"109850","18","18","15","3","11","3.42"
"110111","12","12","12","0","9","3.42"
"110214","14","14","14","0","10","3.42"
"110370","13","13","11","2","8","3.42"
"110527","9","9","9","0","7","3.42"
"110684","21","21","21","0","14","3.42"
"110700","17","17","12","5","8","3.42"
"110718","13","13","12","1","9","3.42"
"111040","13","13","13","0","7","3.42"
"111059","17","17","16","1","11","3.42"
"111111","15","15","14","1","9","3.42"
"111212","11","11","11","0","7","3.42"
"111221","22","22","21","1","15","3.42"
"111292","14","14","12","2","8","3.42"
"111400","19","19","17","2","8","3.42"
"111513","19","17","18","1","13","3.42"
"111564","15","15","15","0","10","3.42"
"111669","15","15","15","0","9","3.42"
"111770","12","12","11","1","9","3.42"
"111786","17","17","15","2","9","3.42"
"111822","16","16","16","0","11","3.42"
"111933","15","15","14","1","8","3.42"
"111981","12","12","11","1","7","3.42"
"111998","12","12","12","0","8","3.42"
"112014","13","13","12","1","10","3.42"
"112145","13","13","11","2","8","3.42"
"112290","11","11","9","2","8","3.42"
"112431","15","15","14","1","9","3.42"
"112448","14","14","13","1","8","3.42"
"112542","15","15","13","2","8","3.42"
"112783","17","17","15","2","9","3.42"
"113098","14","14","12","2","8","3.42"
"113406","11","11","11","0","7","3.42"
"113463","18","18","17","1","15","3.42"
"113815","8","8","8","0","5","3.42"
"113825","10","10","9","1","7","3.42"
"113845","16","16","14","2","9","3.42"
"114022","16","16","13","3","7","3.42"
"114207","13","13","12","1","12","3.42"
"114236","10","10","8","2","8","3.42"
"114367","12","12","9","3","7","3.42"
"114427","23","23","22","1","15","3.42"
"114447","12","12","9","3","8","3.42"
"114453","14","14","14","0","7","3.42"
"114879","10","10","10","0","8","3.42"
"114935","14","14","12","2","11","3.42"
"114977","12","12","12","0","7","3.42"
"115037","20","20","18","2","8","3.42"
"115062","10","10","10","0","8","3.42"
"115078","13","13","11","2","9","3.42"
"115138","16","16","15","1","9","3.42"
"115181","11","11","10","1","6","3.42"
"115483","11","11","11","0","8","3.42"
"115526","11","11","10","1","8","3.42"
"115751","14","14","13","1","10","3.42"
"115806","12","12","11","1","8","3.42"
"115842","12","12","10","2","8","3.42"
"115889","12","12","12","0","7","3.42"
"116048","12","12","10","2","7","3.42"
"116123","8","8","8","0","7","3.42"
"116179","16","16","14","2","9","3.42"
"116339","10","10","8","2","7","3.42"
"116351","14","14","13","1","10","3.42"
"116564","16","16","16","0","9","3.42"
"116571","12","12","10","2","8","3.42"
"116949","15","15","12","3","9","3.42"
"117135","20","20","20","0","13","3.42"
"117148","10","10","10","0","8","3.42"
"117309","12","12","12","0","8","3.42"
"117328","15","15","13","2","7","3.42"
"117401","12","12","10","2","9","3.42"
"117573","16","16","13","3","7","3.42"
"117600","18","18","17","1","9","3.42"
"117621","13","13","10","3","7","3.42"
"103496","16","16","14","2","12","3.41"
"103537","21","21","21","0","12","3.41"
"105080","22","22","20","2","14","3.41"
"105835","16","16","14","2","11","3.41"
"107330","19","19","19","0","13","3.41"
"110056","21","21","21","0","13","3.41"
"112971","14","14","14","0","13","3.41"
"117388","18","18","16","2","13","3.41"
"117402","18","18","16","2","12","3.41"
"100067","14","14","12","2","6","3.40"
"100076","19","19","18","1","13","3.40"
"100115","10","10","9","1","5","3.40"
"100145","13","13","11","2","7","3.40"
"100217","14","14","14","0","11","3.40"
"100234","9","9","8","1","6","3.40"
"100276","13","13","10","3","7","3.40"
"100291","7","7","7","0","5","3.40"
"100518","13","13","13","0","10","3.40"
"100580","20","20","17","3","13","3.40"
"100584","12","12","10","2","6","3.40"
"100626","12","12","11","1","10","3.40"
"100659","11","11","9","2","5","3.40"
"100714","12","12","10","2","6","3.40"
"100734","15","15","11","4","6","3.40"
"100860","7","7","7","0","6","3.40"
"101047","16","16","13","3","11","3.40"
"101174","14","14","11","3","7","3.40"
"101348","11","11","7","4","5","3.40"
"101443","11","11","11","0","7","3.40"
"101517","13","13","11","2","6","3.40"
"101621","11","11","11","0","7","3.40"
"101630","6","6","6","0","5","3.40"
"101926","14","14","12","2","8","3.40"
"101948","11","11","9","2","7","3.40"
"102119","12","12","9","3","5","3.40"
"102147","12","12","10","2","5","3.40"
"102360","20","20","18","2","14","3.40"
"102435","19","19","17","2","9","3.40"
"102805","11","11","9","2","5","3.40"
"102956","9","9","7","2","5","3.40"
"102958","22","22","20","2","13","3.40"
"103107","7","7","5","2","5","3.40"
"103147","19","19","17","2","13","3.40"
"103333","12","12","10","2","7","3.40"
"103472","17","17","13","4","12","3.40"
"103540","14","14","13","1","7","3.40"
"103585","20","20","17","3","12","3.40"
"103810","13","13","13","0","7","3.40"
"103822","13","13","13","0","8","3.40"
"104057","17","17","15","2","11","3.40"
"104405","17","17","15","2","12","3.40"
"104680","14","14","11","3","6","3.40"
"104883","14","14","13","1","7","3.40"
"105087","15","15","13","2","5","3.40"
"105096","13","13","11","2","8","3.40"
"105272","14","14","14","0","7","3.40"
"105333","12","12","9","3","6","3.40"
"105572","13","13","11","2","6","3.40"
"105586","16","16","16","0","12","3.40"
"105630","13","13","9","4","5","3.40"
"105632","20","20","18","2","6","3.40"
"105763","9","9","7","2","5","3.40"
"105819","16","16","15","1","13","3.40"
"105992","16","16","16","0","11","3.40"
"106009","12","12","11","1","8","3.40"
"106274","16","16","15","1","7","3.40"
"106392","12","12","10","2","7","3.40"
"106511","16","16","16","0","9","3.40"
"106619","14","14","13","1","12","3.40"
"106621","12","12","12","0","10","3.40"
"106691","9","9","9","0","7","3.40"
"106737","16","16","15","1","11","3.40"
"107163","10","10","9","1","7","3.40"
"107392","13","13","12","1","7","3.40"
"107578","14","13","13","1","8","3.40"
"107679","8","8","8","0","8","3.40"
"107761","11","11","8","3","7","3.40"
"107846","12","12","11","1","8","3.40"
"107890","10","10","10","0","6","3.40"
"107924","11","11","10","1","7","3.40"
"108040","13","13","11","2","8","3.40"
"108075","11","11","9","2","5","3.40"
"108160","10","10","9","1","6","3.40"
"108372","12","12","11","1","7","3.40"
"108377","13","13","11","2","8","3.40"
"108413","13","13","11","2","7","3.40"
"108569","8","8","8","0","6","3.40"
"108649","14","13","14","0","9","3.40"
"108815","14","14","12","2","6","3.40"
"108837","15","15","15","0","11","3.40"
"108871","16","16","15","1","11","3.40"
"109014","16","16","14","2","6","3.40"
"109102","8","8","7","1","5","3.40"
"109166","12","12","10","2","8","3.40"
"109194","13","13","11","2","7","3.40"
"109263","14","14","10","4","6","3.40"
"109288","14","14","14","0","7","3.40"
"109411","8","8","8","0","5","3.40"
"109604","14","14","14","0","11","3.40"
"109637","10","10","9","1","5","3.40"
"109668","15","15","11","4","7","3.40"
"109677","14","14","13","1","7","3.40"
"109865","16","16","13","3","6","3.40"
"109982","18","18","15","3","10","3.40"
"109985","14","14","12","2","9","3.40"
"110140","8","8","7","1","5","3.40"
"110323","13","13","13","0","7","3.40"
"110477","12","12","10","2","8","3.40"
"110485","14","14","14","0","12","3.40"
"110542","11","11","8","3","7","3.40"
"110550","9","9","9","0","5","3.40"
"110569","8","8","7","1","5","3.40"
"110595","12","12","10","2","7","3.40"
"110804","9","9","8","1","6","3.40"
"111207","12","12","12","0","9","3.40"
"111290","12","12","11","1","7","3.40"
"111315","12","12","10","2","7","3.40"
"111338","12","12","9","3","8","3.40"
"111390","8","8","8","0","5","3.40"
"111443","17","17","16","1","7","3.40"
"111505","8","8","7","1","5","3.40"
"111571","17","17","15","2","10","3.40"
"111767","14","14","12","2","6","3.40"
"111840","7","7","7","0","5","3.40"
"111858","16","16","16","0","13","3.40"
"111979","14","14","13","1","8","3.40"
"112051","16","16","14","2","11","3.40"
"112096","14","14","11","3","6","3.40"
"112161","17","17","15","2","12","3.40"
"112165","12","12","11","1","6","3.40"
"112166","15","15","15","0","11","3.40"
"112207","9","9","8","1","5","3.40"
"112213","12","12","12","0","8","3.40"
"112372","9","9","9","0","6","3.40"
"112462","11","11","10","1","7","3.40"
"112517","11","11","10","1","9","3.40"
"112613","13","13","10","3","6","3.40"
"112646","17","17","16","1","10","3.40"
"112742","13","13","12","1","8","3.40"
"112904","12","12","11","1","6","3.40"
"112937","12","12","10","2","8","3.40"
"112947","11","11","11","0","5","3.40"
"112961","17","17","14","3","12","3.40"
"113045","10","10","9","1","5","3.40"
"113091","10","10","10","0","7","3.40"
"113109","10","10","10","0","7","3.40"
"113235","13","13","13","0","9","3.40"
"113548","17","17","16","1","12","3.40"
"113670","10","10","9","1","6","3.40"
"113870","15","15","14","1","10","3.40"
"114317","16","16","15","1","6","3.40"
"114332","17","17","17","0","15","3.40"
"114350","8","8","7","1","5","3.40"
"114441","11","11","10","1","7","3.40"
"114520","10","10","10","0","6","3.40"
"114641","12","12","10","2","7","3.40"
"114662","12","12","10","2","7","3.40"
"114667","12","12","12","0","8","3.40"
"114707","9","9","8","1","6","3.40"
"114917","12","11","10","2","7","3.40"
"114925","16","16","14","2","8","3.40"
"114973","14","14","11","3","9","3.40"
"114984","10","10","8","2","8","3.40"
"115003","7","7","6","1","5","3.40"
"115501","12","12","10","2","7","3.40"
"115520","11","11","10","1","6","3.40"
"115523","15","15","15","0","13","3.40"
"115720","8","8","8","0","6","3.40"
"115737","11","11","9","2","5","3.40"
"115780","16","16","11","5","5","3.40"
"115832","10","10","10","0","5","3.40"
"115851","23","23","20","3","14","3.40"
"116155","15","15","14","1","10","3.40"
"116195","7","7","7","0","5","3.40"
"116235","10","10","8","2","6","3.40"
"116250","13","13","12","1","7","3.40"
"116307","11","10","8","3","6","3.40"
"116409","13","13","12","1","6","3.40"
"116416","13","13","12","1","7","3.40"
"116500","18","18","18","0","12","3.40"
"116528","12","12","11","1","6","3.40"
"116529","15","15","15","0","13","3.40"
"116558","13","13","12","1","8","3.40"
"116642","20","20","19","1","16","3.40"
"116664","16","16","14","2","10","3.40"
"116694","10","10","10","0","5","3.40"
"117204","12","12","10","2","7","3.40"
"117385","13","13","12","1","8","3.40"
"117506","20","20","20","0","11","3.40"
"117554","12","12","11","1","6","3.40"
"117574","22","22","21","1","11","3.40"
"117579","15","15","14","1","10","3.40"
"100114","14","14","14","0","11","3.39"
"100251","13","13","11","2","9","3.39"
"100537","18","18","17","1","12","3.39"
"100642","21","21","17","4","12","3.39"
"100862","18","18","16","2","11","3.39"
"100948","19","19","15","4","11","3.39"
"101351","15","15","15","0","12","3.39"
"101720","12","12","11","1","9","3.39"
"102514","10","10","10","0","10","3.39"
"102787","15","15","15","0","11","3.39"
"102858","16","16","14","2","12","3.39"
"103414","10","10","9","1","9","3.39"
"104375","14","14","14","0","12","3.39"
"104878","12","12","12","0","8","3.39"
"105321","20","20","19","1","15","3.39"
"105462","18","18","17","1","8","3.39"
"106030","15","15","14","1","10","3.39"
"106162","16","16","12","4","8","3.39"
"106242","14","14","11","3","8","3.39"
"106336","14","14","12","2","9","3.39"
"106626","16","16","15","1","11","3.39"
"106922","12","12","12","0","8","3.39"
"107041","25","25","23","2","17","3.39"
"107137","16","16","16","0","12","3.39"
"107510","14","14","13","1","9","3.39"
"107648","16","16","15","1","11","3.39"
"107864","11","11","7","4","6","3.39"
"107914","16","16","14","2","10","3.39"
"108405","20","20","17","3","10","3.39"
"108708","19","19","17","2","16","3.39"
"109201","26","26","25","1","17","3.39"
"110067","16","15","16","0","14","3.39"
"110929","16","16","14","2","9","3.39"
"111723","21","21","20","1","16","3.39"
"111802","15","15","14","1","12","3.39"
"111827","18","18","17","1","11","3.39"
"112095","21","21","19","2","15","3.39"
"112188","24","24","23","1","18","3.39"
"112230","13","13","12","1","9","3.39"
"112246","15","15","13","2","9","3.39"
"112266","14","14","13","1","8","3.39"
"112298","19","19","19","0","10","3.39"
"112612","16","16","12","4","9","3.39"
"113363","16","16","15","1","11","3.39"
"113788","16","16","16","0","12","3.39"
"113884","17","17","15","2","10","3.39"
"114087","16","16","16","0","12","3.39"
"114097","12","12","12","0","9","3.39"
"114247","12","12","12","0","8","3.39"
"114263","16","16","15","1","9","3.39"
"114623","15","15","13","2","9","3.39"
"115801","15","15","14","1","11","3.39"
"116232","18","18","17","1","10","3.39"
"116853","18","18","16","2","12","3.39"
"117161","16","16","13","3","8","3.39"
"117231","18","18","15","3","10","3.39"
"117245","12","12","11","1","6","3.39"
"117432","13","13","12","1","10","3.39"
"117591","17","17","16","1","9","3.39"
"100077","12","12","9","3","5","3.38"
"100109","12","12","11","1","7","3.38"
"100210","11","11","10","1","6","3.38"
"100382","18","18","14","4","11","3.38"
"100513","8","8","8","0","5","3.38"
"100618","8","8","7","1","5","3.38"
"100742","12","12","9","3","6","3.38"
"100790","11","11","11","0","7","3.38"
"101120","9","9","9","0","8","3.38"
"101169","13","13","13","0","10","3.38"
"101357","14","14","13","1","5","3.38"
"101449","11","11","11","0","5","3.38"
"101497","10","10","8","2","5","3.38"
"101605","17","17","16","1","14","3.38"
"101914","19","19","18","1","12","3.38"
"101993","15","15","13","2","6","3.38"
"102211","11","11","10","1","7","3.38"
"102253","14","14","14","0","10","3.38"
"102400","10","10","9","1","6","3.38"
"102430","19","19","15","4","11","3.38"
"102434","12","12","11","1","9","3.38"
"102500","10","10","9","1","5","3.38"
"102588","10","10","9","1","5","3.38"
"102716","16","16","14","2","10","3.38"
"102731","18","18","18","0","11","3.38"
"102881","14","14","13","1","5","3.38"
"102955","7","7","7","0","5","3.38"
"103132","8","8","6","2","5","3.38"
"103199","9","9","8","1","6","3.38"
"103288","9","9","8","1","5","3.38"
"103396","12","12","12","0","5","3.38"
"103509","19","19","17","2","11","3.38"
"103596","12","12","11","1","9","3.38"
"103865","17","17","14","3","11","3.38"
"103899","6","6","6","0","5","3.38"
"103969","21","21","21","0","16","3.38"
"104119","12","12","11","1","9","3.38"
"104127","11","11","10","1","5","3.38"
"104322","13","13","13","0","10","3.38"
"104346","15","15","13","2","8","3.38"
"104422","20","20","14","6","10","3.38"
"104587","15","15","15","0","11","3.38"
"104887","11","11","10","1","6","3.38"
"104951","13","13","10","3","8","3.38"
"105030","15","15","14","1","11","3.38"
"105031","17","17","16","1","11","3.38"
"105092","16","16","15","1","9","3.38"
"105356","22","22","20","2","14","3.38"
"105773","15","15","14","1","12","3.38"
"105832","14","14","13","1","12","3.38"
"105904","15","14","14","1","11","3.38"
"105908","13","13","13","0","11","3.38"
"105915","13","13","10","3","6","3.38"
